well_id,date,oil_rate_bopd,gas_rate_mscfd,water_cut_frac,tubing_pressure_psi,casing_pressure_psi,choke_size_64ths,gorp_factor,oil_gravity_api,produced_water_salinity_ppm,downhole_temperature_C,downhole_pressure_psi,CO2_fraction,H2S_fraction,sand_production_rate_lbs_day,ESP_current_amp,ESP_voltage_volts,pump_efficiency_frac,downtime_hours
WELL-1004,2021-02-25,673.0,,0.5,ERROR,1931.34,58.6,0.589,30.6,21403.2,96.36,4152.18,0.017,,41.35,,565.23,0.564,6.54
WELL-1004,2021-02-26,1441289.344954156,7123.7,0.38,3772.67,2839.71,51.3,1.16,37.6,38849.3,98.64,5104.8,0.018,0.004,17.18,39.42,371.14,0.977,9.77
WELL-1004,2021-02-27,1019.6,6813.0,0.36,3140.49,2193.33,24242.73324476892,,22.1,30236.8,,4150.26,0.045,0.007,XYZ,63753.94191398269,108.66,ERROR,14.78
WELL-1004,2021-02-28,914.8,3798.4,0.37,2409676.5978854275,,8.0,0.622,37.2,27185.7,81.69,2492.43,0.003,0.005,15.61,97.68,489.22,0.74,16.39
WELL-1004,2021-03-01,1373.4,ERROR,0.12,4653.08,2290.86,63.9,1.075,31.2,48701.1,97275.89871707844,3010.44,0.029,0.003,18.5,83.76,,0.669,12.97
WELL-1004,2021-03-02,2742.4,7015.8,0.23,4536.02,2831.57,53.8,500.6835051613014,28.8,37556.4,75.09,3416.38,0.05,0.009,13490.36808542769,85.96,584.96,0.747,3756.895543545182
WELL-1004,2021-03-03,1961.7,,76.8051579936301,1345.48,1891.02,XYZ,1.381,23.2,22453.1,92.08,2872.6,0.03,0.001,67.7,87.27,460.01,0.874,1.11
WELL-1004,2021-03-04,1044.5,5584.7,0.44,2165.33,1852.91,54.9,1.382,39.1,29646.5,113.62,3816.63,0.018,0.004,53.11,46.15,292.26,0.78,4.19
WELL-1004,2021-03-05,867.8,7460.6,0.47,3519.39,598.53,57.9,1.202,,10111.5,54.28,5798.81,0.032,0.0,74.06,48.96,298.35,0.616,13.87
WELL-1004,2021-03-06,891.7,7814.3,,2363.72,792.14,30.5,1.073,17394.38349264706,42107.2,68.16,3909.05,0.003,0.001,44.79,74.36,102.78,0.532,9.26
WELL-1004,2021-03-07,1014.4,6274.9,0.18,4122.61,2594.68,36503.27250987068,1.84,30.5,11585.0,115.33,708675.280415834,0.004,0.002,34.68,32.99,,0.554,4344.57932007509
WELL-1004,2021-03-08,1561.3,8348.5,,1171.13,624.91,59.9,1.173,37.3,38876.0,119.91,5719.52,0.02,0.006,56.89,28.45,471.76,0.971,14.72
WELL-1004,2021-03-09,1754.7,7983.1,105.6610049726954,2775.36,1772.92,34.4,1.831,23.9,41175.2,89.3,4351.21,XYZ,0.005,39.93,38.01,148.18,0.648,9.29
WELL-1004,2021-03-10,1933.0,4980.1,0.13,3718.13,1372.46,12.7,0.65,29.9,37988.8,58.44,4205.67,0.028,0.007,NULL,35.42,556.12,,11.03
WELL-1004,2021-03-11,263860.04640039057,2273.0,0.47,3403.66,2877.87,52.1,1.964,36.5,46268.6,103.44,3219.45,0.035,0.0,35.45,59.86,265459.02518995636,,4.34
WELL-1004,,2737.1,N/A,0.49,1397.0,2622.26,50.0,0.855,22.8,22136.4,,5644.44,4.078397435077626,0.0,1.43,,595.33,507.50051218644046,18.84
WELL-1004,2021-03-13,2247.5,2069.1,0.33,1113.57,2084.13,55.6,1.946,39.1,42924.9,82.6,2733.66,0.024,0.009,2.45,30.46,311.13,0.835,16.02
WELL-1004,2021-03-14,1418.7,2488.7,0.42,NULL,2939.35,49.5,0.643,39.3,43550.2,82.8,2591.06,0.03,0.002,83.06,56.17,459.93,0.614,21.98
WELL-1004,2021-03-15,1700.5,,0.14,NULL,2400.87,38.7,NULL,22.3,47466.2,61.18,,0.005,0.006,79.65,82.62,144.47,0.556,10443.156139493316
WELL-1004,2021-03-16,1266.0,1854.1,0.28,1630.52,963.26,36.9,1.33,27.3,42125.4,102.54,5336.64,N/A,0.001,69.79,10.11,566.62,NULL,5.94
WELL-1004,2021-03-17,599.9,9572.5,ERROR,4032.1,1217.28,31.1,1.96,18767.63428748938,38498.3,118.1,4955.53,0.016,1.1423942794954658,59.61,,228.74,0.864,0.43
WELL-1004,2021-03-18,1362.0,2031.6,0.27,3927.28,1335.58,,1.937,20.0,41222.8,70.73,3229.81,0.031,0.003,71.67,59.37,284.37,0.796,18.85
WELL-1004,2021-03-19,1744.3,3172.2,0.1,3664.07,N/A,10.8,1.744,27.5,29741.4,112.5,2848.83,0.027,0.006,89.72,67.21,275.79,0.93,4.73
WELL-1004,2021-03-20,2268.4,7652.3,375.97126072887187,1398.54,NULL,52.1,1.922,27.2,25502.0,,4928.94,N/A,0.009,11.94,47.46,20164.86131747327,0.828,21.96
WELL-1004,2021-03-21,619645.3854802708,8807.6,0.3,3991.42,1968.54,55.7,1.584,27.1,21794.6,98.75,2906.17,0.006,0.006,39.55,,261614.94075797114,0.962,16.71
WELL-1004,2021-03-22,1764.5,XYZ,0.29,1432.5,1894.3,NULL,0.981,10018.4027044506,29837.6,61.93,XYZ,ERROR,0.004,4.84,57.14,565.69,ERROR,15.11
WELL-1004,2021-03-23,555.4,2132.7,0.19,3164.01,2906.78,11.3,1.157,25.1,12990.5,101.68,4702.38,0.027,0.001,,35.43,269.7,0.581,5.96
WELL-1004,2021-03-24,2111.4,1249.2,0.46,1774.7,721.43,52.2,1.252,29.6,47508.2,116.27,3778.57,0.037,0.005,20.07,38.81,341.07,0.907,2.02
WELL-1004,2021-03-25,2419.9,9039.3,276.9483321969502,1582.61,1079.32,ERROR,1.639,N/A,34938.0,93.8,5937.11,0.026,0.003,ERROR,60.15,554.61,0.715,10.36
WELL-1004,2021-03-26,2628.2,9258.8,0.3,4384.58,2346.12,11.0,0.734,,46286.1,60.4,4667.63,0.048,0.006,61.47,7.62,232.14,0.874,19.7
WELL-1004,2021-03-27,1035.7,2067.1,0.23,2287.86,2548.57,57.2,1437.2038177612767,26.3,39895.4,72.02,5096562.445498153,0.031,0.004,94.13,42.88,320.78,0.804,1.02
WELL-1004,2021-03-28,1986.1,9642.9,0.19,1734.72,2336.41,8.7,1.12,28.9,43039.0,,5927.41,,0.005,11.58,,160.68,492.15084565274924,21.94
WELL-1004,2021-03-29,962168.5243153493,5429.0,0.1,4892.87,1776.11,49.9,1.288,26.3,25666.5,61.37,4742.3,0.021,0.005,74.92,13.27,299.44,ERROR,14.58
WELL-1004,2021-03-30,,7963.4,N/A,2484.84,1203.41,56.4,0.918,37.2,11275.0,55.8,5079.52,0.6400625620584541,0.002,84.32,67.88,142.13,0.818,18.81
WELL-1004,2021-03-31,2830.9,2347.0,0.45,4597.63,147402.4304984189,38.6,NULL,22.3,14776.4,XYZ,2299.69,0.028,0.005,51.36,,485.12,0.978,20.34
WELL-1004,2021-04-01,1188.5,4933.5,0.28,3934.9,2647.05,47.4,0.738,N/A,49362.2,,3967.15,0.041,0.009,65.63,65.64,193.27,0.813,3.21
WELL-1004,2021-04-02,772.7,3808.4,0.11,1761.13,1266.74,27.4,1.942,24.4,40676.4,106.93,3045.99,0.042,0.007,58.56,98.12,,0.81,8.58
WELL-1004,2021-04-03,1465.1,1269.1,,1613.51,554.89,16.5,1.747,28.6,36571.6,70.18,5247.25,0.027,0.009,40.72,69.19,355.56,0.802,8.05
WELL-1004,2021-04-04,2923.4,7778.1,0.39,2600.53,517.21,18.7,1.093,24.2,20596.2,103.05,3243.74,0.008,1.3407464795222104,64.2,98.92,151.29,0.858,8.05
WELL-1004,2021-04-05,1479.8,5898.0,16.814759007365623,4171.19,2167.26,55.5,1.667,32.3,8389332.096419323,55.34,,0.031,ERROR,21.23,95.43,438.94,0.746,1.32
WELL-1004,2021-04-06,2664.6,6995.3,0.26,4457.78,1381.31,NULL,,23.4,43590.3,49239.4631645832,2785.28,0.031,0.008,14.86,90.95,578.52,0.981,21.62
WELL-1004,2021-04-07,2405.6,1745.5,295.4046749838976,2977.11,1430.23,16.3,0.71,30.0,21326.4,93.79,2832016.1949907737,0.037,0.9238960786490068,31.59,27647.682838614393,194.06,0.846,3481.077642456181
WELL-1004,2021-04-08,1054.3,3639.0,0.37,2360.01,1962.12,46.8,1.04,25.4,29528.1,5936.235210178931,3360.79,0.01,0.003,41.21,86.14,NULL,0.864,20394.794828186277
WELL-1004,2021-04-09,707.2,XYZ,0.46,4933.11,1242.36,8.9,1.887,34.4,45745.1,,4752.3,0.043,0.0,32.29,47.6,285.48,0.898,23.72
WELL-1004,2021-04-10,2218.8,3301.3,193.35453836385307,,N/A,60.4,,28.6,34267.4,115.01,3234.69,4.086079831492479,0.0,5.01,43.73,171.0,,22.09
WELL-1004,2021-04-11,,7893.1,,NULL,1580.09,14.0,1.906,39.8,,118.72,3781.94,0.018,0.005,20856.447017743474,65.74,367.69,0.578,23.95
WELL-1004,2021-04-12,1866.9,5690.2,0.3,3939.05,1276.84,11.7,1.94,34.3,42169.8,64.34,N/A,0.9411484766743212,0.002,93.7,30.5,108.96,0.823,7.54
WELL-1004,2021-04-13,2460.4,3755.8,0.26,1981.22,2831.01,15.3,1.137,39.8,43376.3,64.14,2819.38,0.018,0.001,6.87,,286896.6785548512,0.525,14.46
WELL-1004,2021-04-14,2332.4,2025.6,0.46,1242.91,1132.06,21.9,1.16,30.8,36923.2,92.97,4649.06,0.038,0.004,38.08,21.69,,0.955,5.02
WELL-1004,2021-04-15,622.2,5592.0,125.13101452354678,1238.57,ERROR,19.8,1.832,27139.790635340498,21314.6,68.54,4619.88,0.038,0.005,23564.870603083476,69.53,511.52,0.785,12.15
WELL-1004,,2100.9,9010.4,0.49,1954.17,2309.42,23.3,0.687,21.2,11322949.457258869,99.85,5797.55,0.04,0.008,93.47,10775.329435023072,355.97,0.508,13.92
WELL-1004,2021-04-17,1669.7,6277.8,0.29,4672.06,755.5,48919.12875533089,0.536,38.1,35354.1,73.88,2584.74,0.011,0.003,53.67,28.77,530.84,0.523,9.46
WELL-1004,2021-04-18,2223.5,7735.1,0.16,3937.37,2355.83,58.0,1.1,24.7,45323.5,101.77,3442.77,,3.12687493779884,,72.89,386.6,0.888,19.89
WELL-1004,2021-04-19,1692.9,2108.5,0.28,4598.24,2275.2,53.4,1.895,34.4,10130.6,110.08,4282.85,0.025,0.004,7.19,28.78,372.8,0.777,1.12
WELL-1004,2021-04-20,1343.0,9570.7,0.16,4253.12,2947.51,29.0,1.061,26.6,26398.5,107.65,5041.87,XYZ,0.001,31.64,45947.31528216481,520.52,795.3574059182736,11.05
WELL-1004,2021-04-21,2056.3,4068414.780629099,0.49,3081.8,644.42,19.4,1.721,33.1,21472.8,119.02,2888.99,6.8501734455496,0.0,44.02,91.97,207.77,0.691,XYZ
WELL-1004,2021-04-22,1839.8,751009.232255801,0.21,2150.83,903.66,12.9,0.76,,37626.7,80.83,3612.66,0.049,0.008,37.73,86.79,283.72,0.606,21.1
WELL-1004,2021-04-23,846.4,ERROR,0.27,4344.84,241446.61423618312,35305.148187447,0.511,2442.5742714120215,10978.6,68.86,2719.35,0.002,0.002,86.01,,299.12,168.3241383050822,8.16
WELL-1004,2021-04-24,2138.4,,0.38,1210.39,2108.73,NULL,XYZ,27.6,46667.8,73.76,5212.94,0.014,0.001,,49.56,NULL,0.998,5.72
WELL-1004,2021-04-25,2550.1,8692.6,,2264.12,1580596.931729304,36.6,0.751,28.3,11637.6,61.09,4762.68,,0.009,97.67,NULL,258.77,0.906,N/A
WELL-1004,2021-04-26,1472.8,6003.1,0.13,2790.95,2013200.266125375,30.6,940.8173116450391,,12961.3,,4066.87,0.045,0.0,20.35,79.26,388.22,0.794,4.1
WELL-1004,2021-04-27,1856.0,3618.6,0.21,2121.84,686.74,31.5,1.784,23.0,19456.0,96.02,4846.14,0.032,0.008,33.15,23.02,152.16,0.607,4.49
WELL-1004,2021-04-28,1744.1,8928.1,0.36,4593.87,519.68,33.4,,38.8,NULL,55.02,2832.85,0.012,0.002,74.32,13.23,556.15,0.867,1.31
WELL-1004,2021-04-29,548.0,1077.9,0.36,4077.58,2608.71,12.8,1.705,37.5,40302.4,117.8,5245.28,0.014,0.001,74.53,NULL,452.12,0.974,8.16
WELL-1004,2021-04-30,N/A,5875.7,0.13,2182.17,2785.35,32.6,0.682,32.3,31678.2,72.92,3786.08,0.017,0.008,90.04,26.19,510.61,557.4521338955091,12.47
WELL-1004,2021-05-01,936.1,7319.1,0.18,3887.76,849.7,23.2,1.526,31.2,43493.7,82.67,5186.74,0.008,0.007,96.2,87.76,490.27,0.568,18.33
WELL-1004,2021-05-02,163080.4900422137,1151.8,NULL,2896.99,1183.02,56.4,0.538,35.2,21427.8,85.55,2431.84,0.041,0.009,37.31,90.72,469.58,0.693,21.35
WELL-1004,2021-05-03,1976.3,6127.6,0.23,2320.0,47144.198575902104,,0.974,31.7,22040.4,47114.28293277773,5518.7,0.042,0.007,70.34,12.94,214938.4729181365,0.632,14.52
WELL-1004,2021-05-04,1086.7,1885508.5020216797,0.36,4053.04,1831.83,N/A,1.616,33.1,43901.0,81.19,3068.55,,0.007,69.93,37.34,165.59,0.537,18.38
WELL-1004,2021-05-05,2051.6,8541.5,0.22,2399.55,2784.74,41.3,0.943,26.8,40951.2,101.95,4958.97,0.001,0.007,99.96,56.04,407.44,0.743,
WELL-1004,2021-05-06,966.4,7188.8,0.31,2021.02,2669.91,40.1,,26.9,47614.4,53.22,4514.56,0.033,0.006,6.03,82.04,398.76,0.739,7.86
WELL-1004,2021-05-07,1339.1,,0.49,3410.9,XYZ,37.2,1.735,25.8,17028.9,19515.734826833297,5474.12,0.011,0.002,26.88,75.19,445.59,0.83,0.46
WELL-1004,2021-05-08,1801.1,,0.11,1044.67,717.39,48.3,1.8,19635.07949953894,,ERROR,3546.23,,XYZ,43.91,40.87,529.66,0.548,18.76
WELL-1004,2021-05-09,893.2,4349.9,0.45,4657.32,2697.85,54.6,1.119,26.1,38545159.77686096,80.83,4244.11,0.021,,9.52,,172.86,0.728,9.39
WELL-1004,2021-05-10,2032.1,,0.27,2049.63,1346.91,,1.07,25.7,34959.3,97.24,5116.18,,0.004,28.47,16.36,413.08,0.869,4.51
WELL-1004,2021-05-11,2628.4,NULL,0.27,4604.76,2440.43,63.3,0.755,35.3,29876.5,93.86,2678.6,0.014,ERROR,12.27,72.96,115.98,0.778,6.11
WELL-1004,2021-05-12,2005.6,6115.7,0.23,2179.29,NULL,18.6,0.813,33.1,26666.4,63.01,3692.94,0.031,0.005,72.1,38.9,335.97,0.998,22.24
WELL-1004,2021-05-13,1838.8,4267.3,0.49,2311.96,2922.82,46.7,1.568,26.3,9758930.450540638,56.63,3183.72,NULL,1.1262783517875408,NULL,13666.636124014576,146.87,0.777,5.99
WELL-1004,2021-05-14,2406.6,8278.1,0.42,1029.91,2814.47,8.8,1.32,28.2,28212.3,91.97,,23.21261309707577,0.001,12.87,78.89,,0.953,17.3
WELL-1004,,2882.0,5077.9,0.45,3281.96,1187.8,50.0,1.2,29.1,13405.0,111.62,2738.87,7.971252225662506,0.001,1.26,88.95,305.74,0.98,8.83
WELL-1004,2021-05-16,1331.0,3767746.79456923,0.45,,1717.99,35.8,1.617,33.0,44699.1,NULL,2098.05,0.017,0.001,25.54,96.8,533.1,0.804,5.22
WELL-1004,2021-05-17,870.6,3060.2,0.38,4863.95,1924.74,56.5,1.634,28.2,39978.5,93.77,5815.6,0.001,0.008,79.32,86.99,426.94,0.711,20.7
WELL-1004,2021-05-18,925.4,1855.3,0.35,1991.39,2978.5,52.6,0.854,20.1,11892.3,106.68,3051.22,0.047,0.005,0.7,,183.01,0.642,1.08
WELL-1004,2021-05-19,518.0,9149.0,0.16,1510.13,2253.85,47.6,1.039,34.9,45815.8,,,0.032,0.008,42.73,37.51,455.88,0.963,9.67
WELL-1004,2021-05-20,1831.5,N/A,0.39,3059.0,2484.04,34.0,0.537,29.2,34886.0,107.35,NULL,0.005,0.004,98.13,40.32,195.6,0.958,14.18
WELL-1004,2021-05-21,1306.9,1466.5,0.13,3460.67,749.62,33.9,1.64,20.3,37094.6,63.35,3313.53,0.033,0.003,16.77,76.37,243.42,0.719,23.45
WELL-1004,2021-05-22,2070.1,6168.3,0.13,483058.2091723867,1674.31,45.0,1.114,37.9,40478.6,61.82,5881.24,0.015,0.005,18.22,58.75,177.31,0.531,17.09
WELL-1004,2021-05-23,2387.6,1410598.1521748921,XYZ,4851.52,2580.44,38.2,1.253,,45837.6,56.88,5880.12,0.036,0.005,94.45,32.65,418.0,0.629,XYZ
WELL-1004,2021-05-24,2573.0,9301.9,0.26,2820.64,2445.89,54.7,1.436,29.0,32186.8,102.15,4433.72,0.004,0.009,1.92,5.42,XYZ,0.614,18.12
WELL-1004,2021-05-25,2909.9,2747.2,0.39,2840.1,2398.42,62.4,,,46574.8,63.58,5245.42,0.009,0.009,34.08,6.16,240.8,0.989,XYZ
WELL-1004,2021-05-26,,8145.5,0.44,1001.17,1478.38,22.9,1.877,23.0,6219213.389731941,84.68,2452.59,,0.004,68.8,94.91,,0.791,15.73
WELL-1004,2021-05-27,2080.6,3764.5,0.27,1354.07,443372.0392610343,39.3,XYZ,22.7,23938.3,114.01,3389714.8871945334,0.033,0.003,23.7,,171.5,0.688,14.16
WELL-1004,,1759.1,6651.0,235.47436046237746,2465.11,676408.0765489213,,1.877,,,17978.277267215584,3514.13,0.022,0.001,67.75,36.28,,0.539,18.68
WELL-1004,2021-05-29,1736.9,3513.9,0.29,2600.68,2360.28,24.8,1.48,35.2,NULL,89.06,3397694.4327719472,0.009,0.003,49.24,29.87,113.98,0.715,12.38
WELL-1004,,757.8,,0.28,,,10.6,1.509,,21713.4,72.9,3847.86,0.024,0.2158992417145652,12.3,19.48,273.43,0.817,21.51
WELL-1004,2021-05-31,2869.9,5591.1,0.16,2741.21,2201.2,42.4,1.619,38.8,35092.8,73.9,2704.24,0.007,0.003,8.37,49.26,403.73,0.602,20.05
WELL-1004,2021-06-01,1046.9,3247.6,0.13,3074.39,2178.87,25.3,1.628,28.2,30854.7,50.68,N/A,0.001,0.001,28.79,45.85,471.15,0.68,1.89
WELL-1004,2021-06-02,1431075.749629679,7889.7,122.74808924500338,4519.45,2605.95,21.3,,33.9,46509.8,77.84,2402.72,0.031,0.009,83.61,98.62,469.95,0.697,17.19
WELL-1004,2021-06-03,2313.1,7056.2,,1438.59,,XYZ,0.602,30.3,18213.0,117.43,5717.13,5.290609222508446,,58.94,78.0,115.02,,XYZ
WELL-1004,2021-06-04,2801.6,7711.6,,3323.73,2096.74,37011.9626235984,1.52,35.8,,99.05,5156.66,0.5724328803587201,0.005,19.07,10.26,329.14,0.75,19.62
WELL-1004,2021-06-05,2691.8,2534.4,0.43,2120.16,,37.4,0.74,20.5,42392.2,74.31,2944.66,0.004,,2.83,86.39,329.93,0.708,21.47
WELL-1004,2021-06-06,619694.7123771724,1876.8,0.16,2072.46,2680.34,12.6,1.048,37.8,,59.3,2711.14,0.003,0.0,71.44,36.44,434.44,0.584,11.15
WELL-1004,2021-06-07,777.7,7391.5,0.17,XYZ,2071.81,40.2,0.944,33.2,21214.0,111.28,5357.1,0.005,NULL,31.19,93.44,213.22,0.673,6.67
WELL-1004,2021-06-08,1712.1,6439.5,0.12,3409.12,1579.18,50.2,0.551,28.4,XYZ,105.31,3556.25,0.046,0.001,,99.22,257.93,0.502,10.17
WELL-1004,2021-06-09,169905.60247940788,6543.2,,2921.47,2099.18,16.5,1.575,27.5,10407.7,115.55,4614.49,0.026,0.003,87.58,,509.9,0.848,6.79
WELL-1004,2021-06-10,1325.6,6591.5,0.24,ERROR,2737.36,25.4,1.869,39.4,42909.0,106.94,2821.96,0.046,0.006,17.27,34.46,574.13,0.592,21.46
WELL-1004,2021-06-11,,4723.4,0.49,2087.14,574.27,38.3,1.561,28.5,36623.6,118.91,5648.33,0.014,0.004,58.63,32.39,390.6,,4.49
WELL-1004,2021-06-12,2965.0,8271.5,0.13,2682.05,2881.32,24.2,1.14,33.4,21168.9,61.81,5876.54,0.014,0.007,31.04,51.91,411.66,0.852,11.67
WELL-1004,2021-06-13,2111.1,,0.16,2914.53,1686.0,,1.427,34.5,2322425.5221713926,69.79,4516.92,0.044,0.009,52.31,47.0,339.34,0.635,8.64
WELL-1004,2021-06-14,1137.6,5631.6,124.09060194500215,3807.65,571.27,19.8,,14306.26722534213,25999.1,58.07,3421.75,0.007,0.008,88.41,30.26,232.22,0.82,2.11
WELL-1004,2021-06-15,1655.5,8423.4,0.33,2937.06,1158.3,53.4,1.646,23.1,16583.4,69.31,3665.14,0.023,0.001,72.97,22.88,413.38,,15.62
WELL-1004,2021-06-16,775.1,6457.6,,2203.77,2234.48,42.3,1.398,29.3,29544.4,61.21,5500.18,,0.009,34.69,11.03,528.36,,21.94
WELL-1004,2021-06-17,683.0,,0.46,4530.83,2391.6,15.6,1.242,35.7,23385.2,81.16,2280.27,0.044,0.006,14.65,20.43,100.6,0.671,13.31
WELL-1004,2021-06-18,,6942.8,0.18,4010.64,1225563.0595938342,62.8,1.009,36.1,25128.2,64.13,2526.58,0.002,0.004,26.75,29.62,598.65,0.664,23.53
WELL-1004,2021-06-19,1499.3,7560.7,0.39,2919.94,1083.48,34112.806025927595,1.408,35085.663856176085,49999.0,100.22,5231.92,N/A,0.005,88.64,47.07,118.64,711.5058337786842,2.35
WELL-1004,2021-06-20,1667.5,2000.9,0.21,1322.39,1190.76,,1.733,36.2,11063.8,52.38,2695.25,0.036,0.008,68.26,58.67,589.91,0.647,ERROR
WELL-1004,2021-06-21,,,0.33,1850.66,2707.86,31.4,,6096.685124189924,37302.0,111.16,3980.99,0.048,1.5694551438351818,73.08,45.27,572.85,0.891,20.36
WELL-1004,2021-06-22,NULL,6157.4,0.38,2113.36,2266.03,23.8,0.948,35.3,15073929.66679055,92.25,4934.51,0.043,1.0591502747546857,46.06,41.76,110778.44612377683,947.479441751558,20.58
WELL-1004,2021-06-23,1717.4,3690.0,0.23,4003.56,986.17,17.8,1.213,33.0,15670.9,82.53,ERROR,0.016,ERROR,17.6,63.62,463.92,0.599,7.72
WELL-1004,2021-06-24,1175.9,8436.1,0.48,3852.65,2126.46,49.5,1.555,30979.95334714928,16226.8,87.06,2964.85,0.035,0.002,27.9,79.2,424.97,0.937,4.83
WELL-1004,2021-06-25,1026.6,,0.31,4128.19,1154.43,21.3,1.354,32.4,,XYZ,4872.44,0.025,0.005,34.55,80.69,307.14,0.993,
WELL-1004,2021-06-26,ERROR,1356.8,0.18,2007.73,2576.54,40.0,1.683,36.0,29825.6,52.85,2016.16,0.0,0.01,68.71,40.22,320.08,0.982,9809.996810760736
WELL-1004,2021-06-27,1255.7,9278.1,,4814.54,2809.21,,1.196,20.0,11831.7,76.17,4420.42,0.021,0.006,93.16,76989.69554495189,490.41,0.771,16.33
WELL-1004,2021-06-28,1337.7,,0.17,1546.43,2135.84,40.6,0.726,32.4,,88.01,2594.65,0.047,0.005,10.69,26.45,302.77,0.551,1.04
WELL-1004,2021-06-29,NULL,4459.8,NULL,2044.19,2285.0,51.2,0.537,24.1,48806.3,116.84,5277.57,0.031,0.007,46.42,82.01,241.81,0.723,11.78
WELL-1004,2021-06-30,791.4,1932.7,0.49,3397.68,1786494.4235414977,37.3,1.246,32.1,10272.4,51.75,5348.49,0.009,0.008,4.95,88.6,117.12,0.753,3.52
WELL-1004,,897.6,9649.2,0.43,2000.53,1748.25,21.6,1.35,,16926.5,83.14,4607.41,0.024,0.001,97.88,55.23,273.45,0.614,
WELL-1004,2021-07-02,1630.3,,0.45,4489.33,988395.2443952104,46.1,1.034,,19348.6,53.41,2786.02,ERROR,0.006,46.05,38.64,389.92,0.587,0.42
WELL-1004,2021-07-03,2957.9,3376.4,0.42,1824.46,2697.36,20.8,1.95,32.2,,67.34,2679.87,0.048,0.0,41.44,ERROR,,0.981,5.57
WELL-1004,2021-07-04,1087.0,9986.8,0.24,XYZ,1100.74,37.6,1.832,35.0,29332.1,109.47,5285.94,0.002,0.003,0.29,56.02,192.21,0.892,
WELL-1004,2021-07-05,2539.5,1024.8,0.35,3066.72,ERROR,,1.279,38.9,34562.7,N/A,4244.3,0.016,0.007,86.91,32.22,593.9,0.62,4.91
WELL-1004,2021-07-06,1773.4,3160.6,22.37943016775332,349106.2396074955,1622.36,56.7,1.02,8645.784374235263,14066.3,84.16,5773.8,0.024,0.007,82.5,31223.20352711287,,0.599,4.86
WELL-1004,2021-07-07,2168.7,43539.00831755269,0.47,3442.98,872.52,34.9,1.115,25.1,35899.3,71.01,N/A,0.007,0.002,,23.26,529.01,0.788,16.42
WELL-1004,2021-07-08,2795.9,1356.8,0.49,2564.88,2439.83,26.2,1.423,31.7,14812.7,113.39,3843.63,0.049,1.55452753767731,70.05,10.8,433.37,0.902,10.04
WELL-1004,2021-07-09,1444458.818333682,4670.2,0.43,3676.98,1626.56,62.3,XYZ,XYZ,N/A,51.89,2381.78,0.027,0.008,34.76,41.62,,0.917,12.4
WELL-1004,2021-07-10,517.8,,0.26,2932.52,2975.17,60.9,0.698,27.4,16460.4,83.96,N/A,0.004,0.005,49.96,76.23,NULL,0.823,NULL
WELL-1004,2021-07-11,2301.3,9381.9,0.24,3222.8,1727.6,39.1,1.576,30.2,14197.5,90.37,5364.08,0.04,0.003,,8.39,245.45,0.873,13.24
WELL-1004,,976540.961819402,3617.9,0.35,4560.42,691.34,,0.985,38.9,18996.6,70.15,91618.54233851431,0.043,0.009,86.76,12.71,168.47,0.626,23.56
WELL-1004,2021-07-13,1824.8,3936.9,0.28,,2461.13,28.5,1.664,ERROR,28011.9,118.17,,0.016,0.005,17.83,63.21,373.26,N/A,12.25
WELL-1004,2021-07-14,2914.4,2358.8,0.35,2901.1,1167.76,33.6,0.513,29.7,43661.5,98.52,2025.35,XYZ,0.001,21.45,33.48,267.23,0.639,7.76
WELL-1004,2021-07-15,2399.7,1242.6,0.25,1297.62,617.01,5092.242104471382,1.441,38.7,34531.9,71.3,5523.82,0.04,0.0,,24.32,NULL,0.832,ERROR
WELL-1004,2021-07-16,2407.8,3697.9,0.46,1712.05,1871.12,41.1,1.25,37.2,32673.2,114.95,,0.021,0.002,8.01,63.74,438.25,0.504,13.38
WELL-1004,2021-07-17,857.2,1486.8,0.23,4968.05,928.86,ERROR,1.634,22.7,10483.1,52.45,30176.56221734476,0.008,0.006,,83.43,246758.10254769053,0.508,2.26
WELL-1004,,605.9,1391.4,0.12,3181.11,1203.41,33.9,1.906,33.7,NULL,100.26,,NULL,0.008,89.86,699.5520069362258,331.62,0.611,
WELL-1004,2021-07-19,2286.7,3878.5,0.37,4947.22,2550.92,55.7,1.788,28.7,,114.46,5912.42,,0.002,50.04,33.39,399.26,0.783,5970.601706398175
WELL-1004,2021-07-20,1513.4,3417.7,0.43,4046.2,644.95,51.2,1.319,35.3,48314.3,64.78,,0.049,0.007,47.11,68.49,265.92,0.654,
WELL-1004,2021-07-21,1211.1,6723.4,0.49,2193.46,2207.44,53.1,1.624,28.5,27284.2,,2932.92,0.018,0.005,49.12,61.14,470982.71181655896,0.602,2.47
WELL-1004,2021-07-22,2999.6,1895.2,XYZ,2354.45,1357.23,33.2,0.908,35.2,17938.6,117.68,2827.36,0.011,0.0,26.5,14.51,226.21,0.756,14.93
WELL-1004,2021-07-23,2839.0,1120.5,0.38,1464.7,1299.65,,1.916,30.5,45572.9,80.54,5049.84,0.01,0.007,,37.51,274.08,,21.37
WELL-1004,2021-07-24,1657.4,7869.2,0.29,4517.73,1383.94,62.8,0.641,20.9,19765.9,105.68,2471.79,0.001,0.009,18.14,NULL,409.79,0.991,18.78
WELL-1004,2021-07-25,850.2,9655.9,0.29,1919.29,1006.15,26.5,0.818,33.3,47739.8,58.99,899262.3828566333,0.019,0.008,77.03,61.83,311.43,0.96,5.27
