seismic_line_id,shot_point,twt_ms,amplitude,frequency_hz,reflection_coefficient,acoustic_impedance,velocity_m_s,quality_factor,offset_m,azimuth_deg,inclination_deg,wavelet_type,gain_db,noise_level_db,processing_version,survey_name,inline_number,crossline_number,pol_frequency_hz
LINE-4,979,2447.9,792.29,56.69,-0.8662,16708307.77,1838.39,15.52,7817.13,36.02,23.06,Klauder,-6.58,-18.28,v1,Survey_B,1822,2780,27.06
LINE-4,980,3498.52,136.16,35.63,-0.3192,7439424.02,1619.3,52.36,5913.57,257.64,11.25,Klauder,1.78,13.67,v2,Survey_A,1687,2556,11.51
LINE-4,981,4766.42,404664.0782502923,17.85,0.2451,23088328.82,2682.45,30.36,705.3,340.39,10.71,Klauder,,-19.74,v2,Survey_A,1806,2657,46.19
LINE-4,982,1250.87,-824.41,19.51,-0.4195,5222130.01,2495.23,97.23,4659.74,261.83,23.73,Ricker,573.3819773403983,-10.42,v2,Survey_C,1435,2060,38.16
LINE-4,983,2281.47,-409.16,19.72,0.7374,12593346.74,4838.25,36.04,2827.12,113.56,0.88,Ricker,-6.28,5.88,v2,Survey_A,1811,2797,41.35
LINE-4,386390.08290321607,2368.46,-365.47,14.7,0.8494,22494519.14,3524.83,,6413.4,XYZ,5.16,Ricker,-3.55,,v2,Survey_B,1307,2325,29.47
LINE-4,985,1664.54,-716.32,29.04,0.1039,13754850.14,3648.07,28.7,1948.7,166.56,27.62,Klauder,8.6,10.8,v2,Survey_C,1195,2487,46.23
LINE-4,986,1545.79,348.75,36.13,-0.7964,16988373.53,4184.59,37.07,2698.16,95.72,2.3,Ormsby,XYZ,-6.86,v3,Survey_C,1782,2607,12.73
LINE-4,987,4783.08,625.59,NULL,-0.2112,12151333.75,1569.86,67.92,1885.63,87.15,23.12,Ormsby,5.04,-10.19,v1,Survey_A,1656,2264,21700.58810883054
,988,3755.45,977.75,59.08,-0.8839,16446030.45,2914.56,96.22,1291.66,63.92,14.04,Ricker,-2.78,-3.89,v1,Survey_A,1882,2382,36.88
LINE-4,989,2865.13,-321.77,18.4,0.7773,11388505.48,3181.8,26.31,5874.55,345.66,29.74,Ormsby,XYZ,ERROR,v3,Survey_C,1406,2045,24.02
LINE-4,990,2361.45,-820.33,17.52,0.4343,8265711.54,,27.45,6960.65,170.49,14.26,Klauder,-1.56,-0.75,v3,Survey_C,1179,2191,
LINE-4,991,2363.65,-661.76,27.01,0.3537,18421478.46,1852.97,73.5,1908.47,90.36,8.38,Ricker,,15.99,v3,Survey_A,1739,2410,42.27
LINE-4,992,4023.62,,45.9,-0.1298,19749614.76,3965.89,77.73,7069.07,244.7,2.01,Ormsby,-7.45,-16.3,v2,,1169,2107,31.84
,,1974.36,315.76,59.6,-0.0831,9662607.26,2598.43,27.92,5756099.23808166,226.7,14.96,Ormsby,-2.26,4.56,v2,Survey_B,1780,2460,16435.25224049447
,994,4880.61,-714.66,39.14,0.5462,14916590.82,4906.94,56.77,3400.98,262.72,12.83,Klauder,3.13,-10.33,v1,Survey_A,1785,2072,38.13
LINE-4,995,3758.55,-756.9,25.39,0.689,14285714.27,3053.42,NULL,939.96,57.13,XYZ,Ricker,-3.15,11.05,v2,Survey_C,887015.390531232,2628,37.2
LINE-4,996,4635.41,856.41,48.96,0.5795,16323079.33,4008.15,31688.264106272563,2005.66,145.42,13.13,Klauder,-3.61,ERROR,v1,Survey_B,1258,2077,27.03
LINE-4,997,2414.16,-327.59,51.17,0.4478,8003780155.291444,1606.08,85.68,7685.1,74.01,1.49,Klauder,,18.73,v1,Survey_B,N/A,2828,46.98
LINE-4,998,4216.41,XYZ,52.09,0.9107,24232843.27,4513.73,52.09,6852.26,335.32,26.5,Ormsby,7.43,,v3,Survey_C,1791,NULL,16.79
LINE-4,338001.89178788796,2813.83,241.08,56.03,-0.1411,7973737.68,2000.16,77.33,6864.53,334.27,18.59,Ricker,-3.46,-0.24,v3,Survey_C,1178,2338,38.61
LINE-4,1000,4241.84,-211.99,50.11,0.3241,19161598.57,2936.05,60.79,6697.89,27346.280457451863,13.88,Klauder,-2.51,XYZ,v1,Survey_B,1406,2652,43.27
LINE-5,1,4857.36,-148.95,29.96,0.928,19208606.04,4560.38,73.53,5750.02,179.28,20.5,Ricker,1.64,11549.453814184271,v1,Survey_B,1735,2794,20.74
LINE-5,2,3477.83,-686.02,47.52,0.5784,14668231.37,,ERROR,3380.77,XYZ,2.64,Klauder,-4.35,,v3,Survey_A,1898,,32.23
LINE-5,535.4626544280212,2709.46,-261.91,ERROR,0.5183,6346900.67,2359.5,84021.68101954233,7082.33,,14.63,Klauder,-7.04,-11.75,v2,Survey_C,1198,2751,35.98
,,1739.3,-994.44,38.73,-0.7208,8676352.92,4194.49,44.89,3842.09,5.04,20.31,Ricker,-4.13,14.37,v2,Survey_C,1192,2621,24.41
LINE-5,5,3731.01,-594.88,N/A,-0.5158,17167128.33,36874.15928640368,31.91,1289.36,300.15,28.8,Ricker,-2.03,5.43,v3,,1269,2586,17.13
LINE-5,,4868.73,678.29,54.77,-0.2447,16995927.99,2787.69,64.01,2112.95,148.1,10.04,Klauder,-7.4,-2.13,v3,Survey_B,,2003,39.2
LINE-5,NULL,3437.79,565.82,23.96,0.1423,7552297.84,,15.25,6761.65,160.21,19.31,Klauder,8.96,18.91,v2,Survey_A,1738,311195.99871493253,33.82
LINE-5,8,4911.24,-802.36,46.08,-0.3667,21490653.89,2315.78,79.02,6430.72,6.23,22.69,Ricker,9.86,-17.79,v3,Survey_C,1238,2294,24035.09524365176
LINE-5,9,1248.89,993.17,33.03,0.3575,20428860.07,4412.29,46.16,3248.68,NULL,26.8,Ricker,-0.8,13.69,v3,Survey_B,1354,2970,45.82
LINE-5,10,3958.59,ERROR,13.37,-0.0239,11620971.54,1556.83,,,240.44,,Klauder,3.61,-12.36,v2,Survey_C,1539,2967,29.44
LINE-5,11,282627.6475771882,930.42,23.02,0.6941,11868856.74,4460.43,XYZ,3447.15,XYZ,26.35,Ricker,-3.44,-9.91,v2,Survey_C,1016,2163,26.28
LINE-5,12,1726.61,170.08,39.26,0.4291,18800714.52,4733.4,76.6,6933.32,,24.57,Ricker,XYZ,-8.81,v2,Survey_B,1866,2161,15.98
LINE-5,13,4705.51,329.2,42.66,0.112,16884000.47,,26.6,2576.88,,3.95,Klauder,7.58,-16.88,v3,Survey_C,1439,2984,N/A
LINE-5,14,1048.27,-691.08,50.7,0.899,8426191.32,2210.99,34.68,8260.62,34.18,1.14,Ricker,9.06,-7.94,v2,Survey_C,1087,2947,24.45
LINE-5,15,1325.75,-176.18,44627.682468183455,NULL,,3731.49,NULL,9031.99,264.98,0.51,Ormsby,-4.52,8053.505895441205,v2,Survey_A,1444,2794,38.75
LINE-5,16,,-851.74,48.21,0.5011,12221521.82,ERROR,47.24,4207.05,94.92,10.28,Ormsby,8.69,17.79,v2,Survey_A,1664,,30.92
LINE-5,17,3339.17,-848.85,51.52,-0.2058,NULL,3097.31,84.89,7631.14,258.36,NULL,Klauder,1384.0701386987396,8.35,v3,Survey_C,1404,1200725.7510748256,46.45
LINE-5,18,1838.06,369.84,54.89,0.7164,6017246.42,,87.07,7219.74,269.79,29.34,,0.59,-14.77,,Survey_B,1124,2889,46.17
LINE-5,19,3312.15,,11.25,0.9763,18594451.2,3217.27,10.59,747.15,XYZ,0.06,Ormsby,4.4,2.44,v2,Survey_A,1031,2703,49.13
LINE-5,20,3701.34,697.87,38.13,-0.3604,16050520.28,4551.4,,9881.62,312.02,13.58,Ormsby,6.13,8.37,,Survey_A,1733,2919,37.21
LINE-5,21,2762.33,610.84,21.0,-0.1254,21112854.79,4213.89,,6917.07,193.05,20.31,Ormsby,0.67,9.11,v2,Survey_A,1014,2490,10.74
LINE-5,22,2714.81,-674.81,50.25,0.7794,ERROR,3066.06,ERROR,4186.29,279.73,29.88,Ricker,-8.8,5.77,v1,Survey_A,1889,2466,38.18
LINE-5,23,1659.78,-613.01,43.37,0.5628,11000298.49,4744.13,15.07,,106.96,99.93031093505655,Ricker,-8.0,10.31,v2,Survey_C,1059,2144,47.39
LINE-5,24,4196.19,-703.83,41.43,0.8287,16133593.97,4035.46,89.4,NULL,113.07,5493.457804656922,Ricker,3.39,,v3,Survey_C,,,21.42
LINE-5,25,1331.02,500.14,28.6,-0.7159,12129544.82,2386.54,12.77,3067.15,117.69,27.76,Ormsby,-2.09,-10.72,v2,Survey_A,1542,2755,14.43
LINE-5,26,2296.64,-694.69,47.01,0.9552,20037976.78,4706.3,62.9,4561.28,288.79,N/A,Ormsby,2.5,-17.74,v3,Survey_C,1584,2199,XYZ
LINE-5,27,1411.32,NULL,56.3,-0.7029,22994616.86,2230.63,92.44,1651.13,296.85,7.41,Klauder,-4.43,-1558.1399501542098,v2,Survey_A,1018,2148,34.07
LINE-5,28,4862.32,500.5,58.74,-0.0583,XYZ,2743948.9581445423,N/A,4281.24,86502.7051729676,3.32,Ormsby,ERROR,16.14,v1,Survey_B,524668.7852037108,2639,21.85
LINE-5,29,2124.24,165910.4614585533,53.87,-0.7401,16215179.57,4402.9,11.77,8165.84,16.24,1.78,Klauder,0.57,-1.67,v1,Survey_C,1261,2879,19.02
LINE-5,,2849.51,417.22,52.13,519.6051437522236,NULL,3156.66,40.78,5213.42,104.53,26.37,Ricker,-513.4149603806527,-15.51,v1,Survey_C,1926,2857,2996.9666152454106
,31,1082.3,-536.27,18.44,0.3984,9834347.6,3759.05,,3487.04,XYZ,13.27,Klauder,10.0,5.34,v3,Survey_A,1737,XYZ,23.53
LINE-5,32,2725.26,-713282.9430624375,40.46,0.1285,21105852.43,4651.07,95.3,969934.2508171467,40467.92617057203,27.08,Ricker,,7.37,v1,Survey_B,1361,1611235.7627611652,16595.431662014595
LINE-5,33,1273036.073864676,-637.82,,0.9556,,,32.46,8674.6,169.53,13.41,Ricker,-7.82,4.3,v2,Survey_A,1882,NULL,5537.1502891003665
LINE-5,23602.317540308082,4117.48,-464.9,43.89,-0.8837,17852966.94,2729.48,87.36,8633.31,313.6,10.95,Ormsby,-6.32,-11.88,v2,Survey_C,1669,2870,44.97
LINE-5,,4500.58,-567.96,XYZ,-0.9577,5994241.57,3099.81,14.1,1093.07,188.77,5.46,Ricker,-7.39,,v1,Survey_C,320444.81252842123,2517,20.29
LINE-5,36,3779.96,-544.29,9770.52777376949,0.9324,XYZ,3089.85,65.09,4410.55,91.47,22.42,,-1.7,-8.12,v1,Survey_C,N/A,2351,14.38
LINE-5,37,2991.2,709.76,19.67,0.2419,18116236.46,4096.86,21.72,5788.73,NULL,,Ricker,-5.58,4.81,v3,Survey_C,N/A,2421,45.23
LINE-5,38,1067.39,-138.98,XYZ,0.8447,12923180.67,3963.33,29.47,6841.5,,8906.657272493214,Ormsby,9.88,17.4,v2,Survey_C,1319,2932,45.93
,39,4238.31,-677.07,14.9,0.5937,N/A,4524.95,38.96,7732.26,254.64,,Ricker,5.07,11.84,v2,Survey_C,1501,2565,38.05
LINE-5,,4854.66,931.36,ERROR,0.9317,12003171.84,4327.32,15.34,7604.1,340.42,ERROR,Ormsby,-2.77,8.02,v2,Survey_C,1830,XYZ,42.56
LINE-5,41,,545.5,52.62,-0.5793,NULL,1636.03,23.51,8634.56,184.45,9.26,Klauder,-8.82,7.96,v1,Survey_A,1101,2407,23.29
,42,3684.07,492.77,26.76,0.8735,5636530.21,4967.13,25.91,3505.38,55.7,14345.892298175511,Ormsby,0.21,1.62,,Survey_B,1522,2012,18.48
LINE-5,43,1512.94,-386.59,45.32,0.5162,19739741.97,2797.23,31.21,2834.92,178.91,13.68,Klauder,-620.0814492805198,13.84,v2,Survey_C,1602,2378,
LINE-5,44,,174.14,28.76,ERROR,11918421.77,3452.64,62.89,4335.22,342.38,16.8,Ormsby,-3.93,-7648.060315235043,v3,Survey_B,1221,2659,45.19
LINE-5,45,4588.13,-946.28,19929.74372420259,,23621976.96,434020.38226592663,15.61,2028.84,60055.54485781698,XYZ,Ricker,6.2,2.91,v3,Survey_C,,2326,32.62
LINE-5,46,1181.5,-642.24,46.94,0.1291,21564792.75,3495.32,57.53,7855.9,291.53,XYZ,Ormsby,5.69,14.99,v1,,1716,2527,38.81
LINE-5,47,1090.98,618.84,48.48,-0.7757,22774683.37,4620.83,36.15,1227.86,103.55,,Ricker,-4507.792392424896,0.82,v2,Survey_A,1651,2982,49.24
LINE-5,48,3880.8,-926.36,23.85,-0.308,10596136.4,1876.24,51.76,3843.33,302.78,29.01,Ricker,4.15,,v3,Survey_B,1744,2070,17.87
LINE-5,,4769.33,33.59,,-0.5109,13761723.52,2960.21,8877.623366361653,5724.18,,23.27,Ormsby,-9.9,8130.497170120588,v2,Survey_A,1053,2332,16.11
,50,3810.63,-26.71,29.43,0.7043,21699630.3,,27.49,3213.14,207.59,7.57,Ormsby,6.6,N/A,v2,Survey_C,1939,XYZ,12.77
LINE-5,51,2936.43,-297.89,31.29,-0.0457,9534059.24,2894.7,83.21,7944.81,260.6,,Klauder,,18.28,,Survey_A,1332,2857,36.19
LINE-5,52,3498.68,357.95,35.11,0.4009,,1671.44,26.33,8541.62,231.2,5.08,Ormsby,N/A,9.27,v3,Survey_C,1797,N/A,39.47
LINE-5,,1343.75,627.08,12.19,240.04638815669438,20330978.72,3714.72,13907.649547668218,1934061.030325239,136.04,7.76,Ricker,3.56,-11.58,v2,,1824,2613,19.94
LINE-5,54,4299.55,-645.05,45.42,0.016,11671138.28,3737.62,26.65,5272.28,30.73,8.0,Klauder,-6.73,10898.131971837547,v1,Survey_C,1542,N/A,35.54
LINE-5,55,1534.39,678.96,NULL,ERROR,11096871.09,3448.0,94.15,9129.6,40.18,5.43,Klauder,,-8.3,v3,Survey_B,1142,2259,49.17
LINE-5,,2423.6,-273.32,34.69,-0.9766,13329829.11,2512.67,62.9,4850.64,239.07,3.52,Ormsby,-4.71,18.12,v2,Survey_A,1394,2501,30.16
LINE-5,57,1910.95,260.11,21.05,-0.4764,14175729.04,,52.38,3651.02,312.05,6.56,Ormsby,-6.68,-3.54,v3,Survey_B,NULL,ERROR,36.82
LINE-5,58,4450.7,ERROR,40.48,-0.3271,8207023.6,4874.89,13.03,7086.69,181.78,25.54,Ricker,-9.59,4.07,v1,Survey_A,NULL,2120,15.47
LINE-5,59,3903.35,ERROR,,-0.6467,8375349.73,3396.31,31.21,7359.74,68.85,0.84,Klauder,-5.37,-13.89,v3,Survey_B,1059,2419,25.43
LINE-5,60,2333.61,897.9,34.56,0.5567,19736279.99,2153.1,63.44,4440.72,102.55,3.13,,-5.96,-3116.312742689325,v3,Survey_A,1064,2459,37013.56000807553
LINE-5,61,2869.41,410.45,52.14,0.7843,14720878.85,4842.88,17.36,2007.86,8.43,11.24,Ormsby,7.59,-9.62,v1,Survey_B,,503446.8049363186,45.64
,,1041.43,-936.12,34.32,-370.850324502128,21565125.94,3144.29,79.59,7002.59,70.23,2.85,Ormsby,7.14,-15.47,v2,Survey_A,1528,2172,45.1
LINE-5,63,3011.9,-778.12,40.65,-0.0607,8882421.15,3121.88,86.52,764.37,111.92,16.37,Klauder,5.86,-1.39,v2,,1839,2486,48.96
LINE-5,64,4279.03,-511.35,38.62,0.0372,13138926.5,3755.45,17.06,9627.16,290.35,6.81,Ormsby,-3.07,8.29,v1,,1675,2873,ERROR
LINE-5,65,2250.34,-139.53,11.23,-0.939,15086821.33,4273.44,15.35,1164.72,39.54,10.31,,9.93,4.85,v2,Survey_C,1707,2134,47.23
LINE-5,2048.052514024208,4184.84,941.73,8597.055591384202,0.1178,9476037.58,265328.79631975567,73.86,2418328.8504860383,181.16,9.57,Klauder,-7.36,-9.5,v1,,1658,2685,ERROR
LINE-5,67,4416.48,824.41,35.0,-0.4477,17079682.35,3445.8,15.74,2941.64,343.98,0.56,Ormsby,8.34,-14.81,v3,Survey_A,1809,2011,38.42
LINE-5,68,2197.1,555.05,52.78,0.7851,5349142.76,4316.31,51.67,1351.24,11.17,ERROR,Ormsby,-0.62,-17.29,v3,Survey_C,1121,2870,11.34
LINE-5,69,1793.72,394.71,59.19,0.0073,14258700.28,1697.74,15.48,502.0,35.78,7.37,Ormsby,3.21,13.49,v3,Survey_A,1200,2924,17.98
LINE-5,70,2954.49,969.1,28.53,0.2025,9860183.66,2461.45,,6372.67,225.87,5.3,Ricker,-0.4,2.37,v1,Survey_C,1442,2286,NULL
LINE-5,,N/A,443.76,11.23,0.2801,5433873.7,4994.21,42.98,2738.16,106.74,29.23,Klauder,3.77,-17.78,v2,Survey_A,1666,2594,29.5
LINE-5,72,1688.19,111.26,48.08,-0.4788,24399110.97,2569.64,79.02,4224.17,135.04,1.11,Ricker,-2.68,-1.56,v3,Survey_A,1009,2795,49.0
LINE-5,73,ERROR,806.8,29.33,-0.7677,19948961.88,4661.18,65.85,6599.22,236.72,ERROR,Ricker,8.43,11.07,v1,Survey_C,1960,2984,30.68
,74,1311.16,946.95,43.04,0.4087,7851800.11,4410.24,NULL,1073.88,281.82,11.13,Ormsby,-5.19,7.51,v1,Survey_A,1793,2776,26.23
LINE-5,75,4417.47,852.46,ERROR,0.5341,7604344.7,2467.36,70.78,5920.07,44.1,,Ormsby,1.53,14.56,v1,Survey_A,1424,NULL,11067.117302595634
LINE-5,76,4466.01,-79.22,40.76,,,2301.35,18392.31889689924,3467.29,274.32,28.28,Klauder,-9.6,-11.66,v2,Survey_C,1882,2411,47.5
,77,3744.77,-726.34,11.76,-0.401,9375889.8,2241.69,,2693.51,333.01,26.17,Klauder,-202.45413651574287,0.1,,Survey_C,1290,2175,13.03
LINE-5,XYZ,3312.5,569.38,48.98,,17574926.47,ERROR,28.88,1835.38,47.96,3.63,Ormsby,ERROR,14.27,v3,Survey_B,1456,198813.4853453954,23.46
LINE-5,79,3906.87,-496.83,32.23,0.9464,,3347.98,57.04,5486286.703856725,N/A,0.17,Ricker,-5.81,-12.2,v1,Survey_A,1082,2983,12.53
LINE-5,80,1261.73,574.35,26.21,-0.6806,23178631.2,3536.41,,8959.46,ERROR,11.7,Ormsby,3.99,-13.34,v1,Survey_C,1533,2049,45.58
LINE-5,81,4875.15,953.89,44.37,0.6313,5552903.11,1862.46,,8353.92,226.25,5.05,Ormsby,-8.78,2.68,v2,Survey_A,1604,2844,36.04
LINE-5,82,1877.44,82840.85922885862,51.37,0.1286,5725812.33,,54.0,2226.21,56.37,29.14,Klauder,1.87,-16.25,v2,Survey_B,1257,2769,26.66
LINE-5,,,44.0,36.53,0.6593,NULL,3458.94,44.78,5300.54,343.37,15.62,Ormsby,-5.04,12.24,v2,,,2835,28.22
,84,3718.55,915.78,24.07,-0.1728,19701205.59,3109.54,87.8,8866.34,21463.18469229141,,Klauder,1.64,-16.84,v1,Survey_A,XYZ,2627,15.62
LINE-5,85,2015.89,-726.58,11.3,-0.1641,13197017.66,2617.15,23453.078044751674,5414.7,78.45,XYZ,Ormsby,-3.38,481.60721157655877,v3,Survey_C,1544,2512,24.77
LINE-5,86,4184.74,N/A,32.11,0.9611,7182062.15,2603.58,44.49,2686.09,38.94,13.89,Ormsby,-9.26,-1251.0497713708064,v3,Survey_C,1155,2072,34.25
LINE-5,XYZ,4440.0,385.75,,0.2909,6693816.91,3214.87,51.9,,61.9,,Klauder,-7.09,-10.05,v2,Survey_C,1240,2654,29.52
LINE-5,78515.3682525732,4028.18,738.03,58.93,0.2256,21346252.8,2761.78,49.41,9423.87,25.28,21.45,Klauder,-0.34,-0.76,v1,Survey_A,1438,2534,14.74
LINE-5,89,1960.59,-109.05,46.04,0.9695,18683436.3,3562.32,63.79,7778.61,285.47,0.7,Ormsby,3.3,-7.87,v2,Survey_A,1153,,23.59
LINE-5,90,3089.4,572.92,52.37,0.3604,10806858.45,4582.27,56.53,524.56,330.0,N/A,Ricker,-9.21,7.28,,Survey_C,1711,2923,18.91
LINE-5,91,,901.32,25.31,315.2335471072078,7096905.66,N/A,42.55,4144.69,154.19,27.87,Ricker,-6.7,-15.36,v1,Survey_C,1262,2073,12.43
,92,3396.83,-608353.882622011,58.78,0.4793,20484217.74,3774.46,94.13,8132.28,4.76,3.65,Ricker,-2.57,16.86,v1,Survey_C,1737,2641,36.02
,93,1462.54,-701.26,13.7,0.8025,10463127234.310652,2786.52,,4929.31,144.28,26.59,Klauder,N/A,-19.0,v3,Survey_B,1867,,6026.029375137609
LINE-5,94,3388.54,164.73,33.1,-0.6209,1149081687.1136348,3521.53,N/A,6620.75,51.5,,Ormsby,-3.73,-14.26,v1,Survey_C,1440,2536,20.36
LINE-5,15153.091425813895,3806.69,21.02,29.18,-0.6551,576343355.6679058,4799.73,26.73,6396.49,113.55,17.07,,-3.35,-1.04,,Survey_A,1258,2819,41.71
LINE-5,96,1066.22,-257.29,56.19,-0.0373,9342644.47,2365.33,,377.1,154.37,23.3,Ormsby,-0.69,19.29,v1,Survey_B,,2697,
LINE-5,97,3853.69,110.54,31.33,-0.7614,10174456.08,4527.11,48.59,5561466.987340663,129.77,3.9,Ormsby,-9.8,14.83,v1,Survey_C,1940,2188,13673.303593574337
LINE-5,98,2311.69,-397.71,N/A,0.7838,5736343.62,4435.36,72180.84543698665,1506.12,90.14,16.62,Ricker,-7.86,6.47,v1,Survey_C,1145,XYZ,34.25
LINE-5,99,4382.34,-433.27,56.03,-0.1847,16595316.62,3542.79,93.76,714411.6496945287,309.04,21.77,Ormsby,-2.46,-7.6,v2,Survey_B,1859,2941,26.35
LINE-5,100,3138.06,445.62,49.97,0.7426,16326070.53,4835.18,62.76,9588.09,4.71,10.68,Klauder,7.22,-15.54,v3,Survey_C,1717,2196,13.52
LINE-5,101,,663.65,10.88,0.4367,5440770.07,4227.56,37.27,9806.75,ERROR,9.43,Klauder,-2.17,5.34,v3,Survey_C,ERROR,N/A,21.44
LINE-5,102,2871.08,,12421.078418097464,-0.7287,13392438.9,3462.29,XYZ,5211.73,221.03,1.68,Klauder,0.15,1.83,v3,Survey_C,1003,2704,18.94
LINE-5,103,2974.76,30.61,41.0,0.661,,2559.02,XYZ,7408.36,62.46,21.31,Ormsby,8.34,13.39,v1,Survey_C,1772,2020,22.36
LINE-5,104,3506.88,812.66,55.56,-0.9387,10861159.92,3017.47,25.31,9150.5,12.04,20.01,Ormsby,0.76,-15.46,v3,Survey_A,XYZ,2081,16868.932809976395
LINE-5,105,3190.7,714.7,NULL,0.1609,14069659814.205399,N/A,79.78,5524.84,339.48,13.84,Klauder,6.22,5.42,v2,Survey_B,1871,2832,2581.9241107574567
LINE-5,61401.63017973293,2917.14,-234.01,,0.9555,5053644.85,3261.17,24.16,2151.1,294.63,19.52,Ricker,9.91,2.17,v3,Survey_A,1749,2326,26.21
LINE-5,107,2494.71,96354.16994545088,12.2,-0.1518,23509875.68,2244.04,24.03,2193.49,146.38,10.34,Ricker,9.47,15.62,v3,Survey_A,1731,2011,32.03
LINE-5,N/A,3892.19,-18401.16001122021,39.7,0.4275,18345439.75,2220.68,76.56,7345.78,,2.57,Klauder,-0.79,0.87,v1,Survey_A,1423,2844,38.49
LINE-5,109,3856.86,-817.51,30.6,-0.3101,8225157.02,4038.22,92.75,2285.21,80.08,11.16,Ormsby,1519.0914198077944,-8.35,v3,Survey_B,1014,2854,22.97
,110,2499.74,-976.32,30.89,343.0782834632477,23885217.72,3135.65,29.48,6051.32,31.06,16.08,Ormsby,-0.32,-7.39,v1,Survey_C,1797,2202,19.14
LINE-5,111,3951.7,768.85,49.84,0.7314,19960121.59,1918.49,70.74,8901.07,178.58,23.98,Klauder,-1.71,,v3,Survey_C,1956,2462,3221.5546469015035
LINE-5,,,872.2,38.4,0.3556,9051904.23,3519.62,12.59,9286.02,262.48,,Klauder,-8.4,-19.16,v3,,1618,2419,35.25
LINE-5,113,3237.43,346.29,43.03,0.7615,22114594.91,2290.72,57.76,8412.77,53.36,22.4,Ricker,3134.709849511092,19.43,v1,Survey_B,1052,2565,49.9
LINE-5,4725.222703117837,2674.56,-626.3,35.02,0.7066,10178112.88,1973.59,26.03,6525.67,3.98,26.85,Ricker,-0.68,13.39,v3,Survey_A,,2060,31.4
LINE-5,115,,801.7,19.88,0.3981,N/A,3447.47,77.99,3229.65,305.78,169.5191993423554,Klauder,6619.158455069163,4.1,v2,Survey_A,1213,2326,26.38
LINE-5,116,NULL,931.54,51.95,0.3632,20232148.03,4989.79,40.47,8655.38,101.46,26.52,Klauder,-3.73,13.36,v2,Survey_A,1431,2249,26.46
LINE-5,117,,555.6,33.67,0.8976,,3523.18,,9239.79,16.09,16.06,Ricker,-4.4,8.62,v1,Survey_A,1874,2412,ERROR
LINE-5,118,4545.7,,43.49,0.8901,18882475.31,4274.97,XYZ,7836.34,226.78,20.83,Klauder,4.7,-14.58,v1,Survey_B,1813,2415,40.98
LINE-5,119,2193.45,-257.74,17.4,0.4529,12380932.34,4551.81,62.06,1302.37,311.05,0.43,Ricker,-5.67,-8.2,v3,Survey_C,1238,2019,33.02
LINE-5,120,4679.99,819.74,33.67,0.922,5459314.59,4864.81,98.4,5701.4,161.27,5.92,Ormsby,1.91,-12.7,v2,Survey_C,1970,2869,19.18
LINE-5,121,1298.78,-818.62,33.78,0.0115,19870033.95,3649.42,65.91,4376.26,344.7,27.82,Ormsby,0.8,XYZ,v3,Survey_A,,2129,37.67
LINE-5,122,2833.2,578.13,5912.019234926492,,,2385.41,,363.15,286.47,11.97,Ormsby,514.1253592229157,3.78,v2,Survey_B,1618,2835,39.9
LINE-5,,2971.1,-379.66,21.03,0.0898,14111504.26,,70.76,5961.52,344.9,15.76,Ormsby,3.92,-2.1,v1,Survey_C,1205,N/A,36.6
LINE-5,124,,661.47,54.34,-0.3603,8572622.12,4894.56,22.87,,213.48,27.79,Klauder,-7.86,8.58,v1,Survey_C,726301.1133535162,2733,30.64
LINE-5,125,4063.25,-335.1,22905.79635084513,-0.8784,,,89.68,2032.79,354.0,16.15,Ricker,-8.9,-8.78,v1,Survey_A,1517,2488,19418.794136221495
LINE-5,126,4863.66,-853.68,46.8,,ERROR,1980.86,42.38,9841.03,228.24,3.05,Ormsby,5.7,NULL,v3,Survey_B,1065,2166,37.56
LINE-5,127,ERROR,-56.22,21.84,-0.2562,16530911.94,3918.63,NULL,4180.1,113.53,22.89,Ricker,7.54,15.36,v1,Survey_B,1668,2508,31873.86985541964
,128,1273.81,-655.06,53.64,0.6606,20697514.38,2367.42,95.06,113.08,121.89,22.06,Ricker,9.26,,v2,Survey_A,1044,2245,14.96
LINE-5,129,4272.96,-816.02,58.45,0.1765,17415991260.670727,4241.42,23.31,9087.2,351.46,8.77,Klauder,2.69,3.83,v2,Survey_C,1455,2363,33.48
LINE-5,130,1581.06,-546.76,35.78,0.1049,23027973131.88465,2839.92,ERROR,NULL,180.85,13.69,Ormsby,3.99,-18.34,v2,Survey_A,,2569,32.49
LINE-5,131,NULL,915.9,,,12341419.59,2463.56,27.05,6602.75,121.6,9.94,Klauder,5.65,8.31,v2,Survey_A,1213,2100,45.21
LINE-5,132,1365.21,882.91,44.98,-0.9635,5488377.91,2879.26,59.47,7367.28,XYZ,3.51,Ormsby,-4.22,3.32,v1,Survey_C,1691,2148,16.91
LINE-5,133,2255.49,784.08,,-0.7399,22412962.31,3382.92,74.89,1931000.7554225149,106.95,25.14,Klauder,9.43,17.05,v2,Survey_B,1892,2087,11.25
LINE-5,134,4930.5,,34.04,0.3249,19949133.31,2641.57,24.59,5709.67,106.53,5.62,,1.8,,v1,Survey_C,1616,2329,39.9
LINE-5,,1771.58,-200.97,,-0.3526,23374666.79,3038.09,,9140.92,49.49,9.77,Ricker,-1.13,1.03,v1,Survey_B,1016,2951,43.36
LINE-5,136,1303.43,224.51,31.22,-0.0878,8313023.5,4530.08,73.23,6162.33,114.82,ERROR,Ricker,-6.01,-1.52,,Survey_A,1350,2612,44.05
