well_id,measured_depth_m,gamma_ray_api,resistivity_ohm_m,sonic_dt_us_ft,density_g_cc,neutron_porosity,caliper_in,photoelectric_factor,shale_volume,clay_content,water_saturation,hydrocarbon_saturation,permeability_md,velocity_m_s,acoustic_impedance,formation_factor,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio
WELL-1004,1461.33,81.94,184.8,119.21,2.695,0.053,8.67,3.36,0.393,0.297,0.638,0.314,924.57,2385.64,20132494.69,3.17,40.2,19.76,0.352
WELL-1004,1467.9,ERROR,142.84,50088.73893299754,2.043,0.223,11.09,2.45,0.289,0.437,0.374,0.526,6.42,4804.42,19102848.09,1151.05486951025,11.66,20.03,0.123
WELL-1004,1476.73,,72.35,77.53,2.699,0.143,8.53,1.45,0.289,0.412,0.568,0.444,651.4,N/A,,4.19,32.72,NULL,0.36
WELL-1004,1477.89,121.06,10.43,51.48,2.394,55.272844158378525,9.22,4.14,231.93773387227654,0.139,,0.617,176.96,2875.6,XYZ,4.75,27.81,29.87,0.137
WELL-1004,1492.65,148.47,162.73,,1.994,0.051,12.15,3.58,0.615,0.467,0.376,0.423,,3638.97,6401237.81,2.62,19.87,,
WELL-1004,XYZ,57.29,199.02,119.99,,0.341,9.58,4.92,,0.371,0.231,0.221,886.35,4501.37,22236055.1,4.93,31.2,16230.28260265019,ERROR
WELL-1004,1502.7,44.3,ERROR,72.28,2.096,0.079,9.52,1.72,95.19941946005991,0.185,0.296,0.31,460.59,N/A,11978191.12,2.49,,ERROR,0.381
WELL-1004,1510.74,71.65,57.98,110.85,2.258,0.212,15.37,2.8,0.31,,0.994,0.719,ERROR,4618.68,11056506.14,3.4,37.66,5.43,0.384
WELL-1004,1515.78,95.6,1.82,99.28,2.13,0.221,11.45,1.63,0.16,166.31448785552737,0.32,0.465,484.19,2423.8,10833495.24,2.63,41.47,27.49,0.152
WELL-1004,1525.96,26.73,12.88,,2.091,0.14,12.57,3.44,0.266,,,0.667,409.2,4495.76,,2.61,26.99,14.18,0.305
WELL-1004,1536.63,112.22,,N/A,,0.071,13.28,4.0,0.239,0.229,0.715,0.316,250.35,3221.2,16168932.0,595.9903844960872,28.4,18.84,0.388
WELL-1004,ERROR,83.1,N/A,87.64,2.248,0.241,,1.57,,0.299,0.427,0.564,367.58,2772.33,23628816.75,2.98,36.9,22.26,0.216
WELL-1004,1546.05,51.16,115.05,91.04,2.603,0.33,N/A,2.76,0.188,0.214,0.833,0.378,792.16,2436.48,12573337.52,4.19,17.22,9.37,NULL
WELL-1004,1559.56,134.84,46.14,81.94,,0.278,15.44,4.95,0.262,0.478,0.868,0.792,489.41,3404.9,6346368.58,1.8,30.48,14.47,0.225
WELL-1004,1564.77,82.99,93.65,,2.099,0.308,8.64,4.84,211.63962984018244,0.421,0.667,0.628,307.21,4262.94,19499257.57,1.68,33.09,23.48,0.165
WELL-1004,1573.5,144.71,83.62,56.89,2.083,0.181,10.36,1.2,0.756,0.291,0.251,XYZ,969.05,4162.95,,3.23,18.51,23.57,0.368
WELL-1004,1578.25,106033.84099285462,110.21,54.05,1393.307625821299,0.223,14.36,4.35,0.493,0.337,0.924,0.545,213.28,4397.63,5174725.03,4.2,,6.18,0.309
WELL-1004,1589.8,21.35,181.22,107.6,2.37,0.332,11.14,2.05,0.194,,0.85,0.353,525.17,2658.37,9604837.01,XYZ,13.65,5.55,0.29
WELL-1004,1595.33,73.68,93.53,111.21,2.149,0.08,12.84,N/A,0.369,0.425,0.682,0.507,864.77,3927.45,23185097.79,4.41,25.07,21.7,0.348
WELL-1004,1603.26,34.87,,91.98,1.943,0.219,13.38,1.8,0.42,,193.29079309675424,0.718,933.19,4552.43,24640250.65,2.67,48.47,22.69,ERROR
WELL-1004,1607.85,,112.89,115.36,2.114,37.95018319352733,7418.438594211257,4.2,70.03401374996133,0.122,0.433,0.754,899.6,2204.22,N/A,XYZ,25.52,NULL,0.187
WELL-1004,1615.29,51.32,11.55,70.09,2.646,,N/A,3.67,0.312,0.223,0.599,0.665,418182.972082404,4806.28,7201793.46,2.35,11.2,14.11,0.166
WELL-1004,1627.0,37.78,75.12,55.42,1.911,0.175,9.79,1.07,0.789,0.134,,0.31,657.03,2791.17,,4.35,32.04,,0.185
WELL-1004,1629.64,46.89,197.17,75.93,2.552,104.27436095064516,11.27,1.37,0.797,0.226,0.246,0.32,242.16,2870.18,11602798.32,2.57,32.44,10.52,0.22
WELL-1004,1638.93,,XYZ,114.21,2.057,0.069,13.87,4.62,0.235,0.35,0.257,0.481,N/A,4085.32,24621567.72,3.65,23.7,7.97,0.232
WELL-1004,1650.18,,93.36,62.75,2.18,0.175,12.93,4.6,0.271,0.487,0.419,0.354,689.67,3833.59,11324434.2,2.24,13.35,20.23,0.375
WELL-1004,1657.41,62362.294487299,NULL,104.0,2.483,0.308,11.92,1352.0676618558468,0.138,XYZ,,0.672,585.6,2314.73,8816791.69,3.07,29.46,12.66,12.091234767841751
WELL-1004,1659.39,128.07,25.3,104.86,2.063,0.107,11.39,N/A,0.617,0.191,0.538,0.466,57552.34693859957,2356.31,21895528.12,4.09,35.92,28.84,0.257
WELL-1004,713998.478267188,40.97,98.54,104.43,2.057,0.152,,1.3,0.759,,213.08635284940212,0.429,511.69,2494.28,18631603.12,4.21,49.02,26.87,0.256
WELL-1004,1680.84,129.68,85.74,55002.898841532915,2.519,0.088,13.24,1.62,0.3,0.314,0.817,0.271,NULL,4395.5,10185629.12,1.1,38.72,11.36,0.326
WELL-1004,1681.81,62.38,45.22,112.47,2.417,0.144,14.52,4.55,0.423,0.471,0.853,0.375,320.44,,,2.07,38.98,11.36,0.342
WELL-1004,1691.63,40.54,162.34,65.49,1.935,0.256,14.45,2.4,136.15700556338052,0.121,0.577,0.73,914.02,3674.5,6255086.05,1.81,NULL,20.61,
WELL-1004,1703.18,32.55,53.24,86.35,2026.6745630473645,0.299,12.93,3.88,0.758,0.431,0.703,0.228,851.57,2637.87,NULL,1.8,31.31,,0.243
WELL-1004,1707.54,108.47,126.14,XYZ,2.042,0.334,9.67,1.59,0.739,0.241,0.526,0.236,482.61,4675.9,20394111.32,NULL,16.29,20.91,0.285
WELL-1004,1714.0,112.15,190.09,80.06,1.972,0.304,10.58,1.16,0.35,XYZ,0.642,0.217,393.18,4491.6,12327108.96,1.14,28.45,5.51,0.211
WELL-1004,1721.94,98.3,46.35,82.87,2.633,0.072,12.17,577.5513079352583,0.368,0.319,0.419,XYZ,541746.761981558,2741.01,21655307.06,3.16,38.32,20.6,0.227
WELL-1004,1731.43,35.76,40.49,76.89,2.217,0.05,13.73,3.7,0.42,0.195,0.942,0.714,814.44,3370.92,20291433.98,1.11,40.53,12.15,XYZ
WELL-1004,ERROR,NULL,53.16,65.24,2.37,0.327,14.49,2.04,XYZ,88.04216692440882,0.357,0.218,380.33,4542.3,14298049.77,2.52,47.43,10.53,0.154
WELL-1004,1743.5,81.03,184.57,95.84,2.518,0.057,9.48,2.04,0.32,0.106,0.781,N/A,119.89,3019417.773717731,9718297.27,3.31,ERROR,19.11,0.363
WELL-1004,1409402.8707143066,104.55,119.42,113.74,2.189,0.334,11.89,3.44,0.295,0.41,0.343,0.5,535.71,4427.22,ERROR,1.8,47.47,8.02,28.15697875796668
WELL-1004,1759.56,109.95,44586.39606146916,82.34,2.541,0.248,14.42,,0.184,0.222,274.6518311165955,0.67,485.67,4223.06,24418973.71,2.68,37.3,20.91,0.29
WELL-1004,1770.23,108.29,76.36,76.65,1.979,0.31,9.79,3.01,0.385,0.292,0.559,0.262,778.59,2172.38,10476273.55,3.37,43.46,29.07,0.103
WELL-1004,1776.21,128.94,149.6,95.42,2.364,0.213,14.08,1.35,480.12651975843767,0.467,0.621,0.424,225.39,3739.56,,2.83,1802.2982696419401,7.56,0.115
WELL-1004,1779.76,136.53,101.23,73.01,1.984,0.293,8241.808120351789,3.62,0.476,0.118,0.595,0.396,135.17,2236.12,24602517.88,3.67,27.78,29.14,0.388
WELL-1004,1793.06,30.42,,101.23,1.969,0.274,11.52,1.41,0.658,0.329,0.642,0.339,451.35,183876.06371114645,20098330.5,ERROR,46.33,14.9,0.203
WELL-1004,1801.33,56.4,52.35,50.31,NULL,ERROR,14.97,4.57,0.663,0.325,0.471,0.376,264.07,2321.38,8139586.98,2.57,11.78,8.35,0.164
WELL-1004,1809.18,NULL,,116.29,2.3,,NULL,4.04,N/A,0.212,,0.428,,XYZ,6172010.05,4.89,19.92,ERROR,0.222
WELL-1004,1816.36,133.06,26.96,90.54,2.446,,14.11,1.81,0.382,0.497,0.219,0.71,69.02,3246.38,11046921086.988253,5.0,48.67,25.65,0.203
WELL-1004,1822.04,110.78,,84.58,2.564,N/A,11.18,3.91,NULL,0.139,0.84,ERROR,206.49,3673.43,12715261.42,XYZ,48.85,ERROR,0.271
WELL-1004,1825.2,ERROR,68.88,71.63,2.5,0.263,9.78,4.7,0.593,0.443,0.952,0.454,669.76,4291.19,19867286.52,2824.682291790171,29.73,21.68,
WELL-1004,1833.94,25.29,,117.7,2.674,0.138,10.9,3.48,0.523,0.412,0.467,0.385,358.64,4467.95,17380169.02,4.01,43.42,26.92,0.354
WELL-1004,,,3.29,51.4,2.178,0.333,8.67,4.48,0.415,0.419,0.242,0.202,156.11,3502.29,NULL,4.49,17.22,16.38,0.298
WELL-1004,1847.07,76.14,156.54,59.79,2.51,0.125,14.35,4.4,0.374,0.386,0.833,N/A,10.75,4536.03,707665544.5527116,2.63,23.1,10.01,0.218
WELL-1004,1855.05,69.49,163.1,61.04,2.263,0.163,12.7,2.19,,0.339,0.225,0.523,581.48,,13794215.14,4.66,25.79,12.5,0.386
WELL-1004,1862.35,119.33,152.52,92.5,2.28,,9.96,4.78,419.63476871053825,0.401,0.895,0.491,811.15,3287.93,10537904.03,3.72,17.62,8.54,0.145
WELL-1004,1873.41,95.98,162.42,75.16,2.466,0.271,9.13,4.21,0.742,0.159,0.748,0.582,301.55,4470.7,17685431.23,2.28,46.03,12.92,N/A
WELL-1004,1882.75,132.71,177.83,52.17,2.333,0.269,12.6,2.63,0.64,50.774685490426535,0.582,0.242,465.85,4465.52,,3.66,31.75,22.66,XYZ
WELL-1004,1886.04,127.79,94.83,64.12,2.668,0.343,10.19,1.27,0.312,0.248,0.504,338.6943923363479,304.84,4984.71,9166167.5,4.63,35.27,6550.740299626961,0.251
WELL-1004,1895.46,ERROR,,109.13,2.179,86.35927998433795,15.32,4.21,NULL,0.396,0.936,200.37279648073883,350.24,,14296515.98,1.12,30.81,21.78,0.292
WELL-1004,1900.23,96.37,18661.372485985143,54.14,2.186,0.301,9.53,4.25,57.99641788762742,82.93367110846175,0.95,0.499,261.15,2018.54,16317003.86,3.94,36.24,13.54,0.256
WELL-1004,1912.48,37.09,194.0,55.46,2.19,0.091,14.43,1.25,189.59683301783605,0.499,NULL,0.277,154.62,2436.81,15613381.03,3.15,26.96,29.72,0.267
WELL-1004,1918.63,11199.423898996147,64.1,,217.71816308224717,0.304,10.68,4.0,,0.37,0.811,0.577,911.29,3341.22,3660726624.5479264,4.23,N/A,23.89,0.3
WELL-1004,1925.09,59.61,71.98,57.46,2.215,0.24,9.14,XYZ,0.765,0.224,0.644,0.641,914.82,3820.85,,1.55,41.29,21.5,0.188
WELL-1004,1937.15,82.94,22.21,71.84,XYZ,0.33,13.33,1.08,0.245,0.358,0.578,0.78,136750.41046835016,3155.9,23665448.1,3.49,12.46,6.16,0.11
WELL-1004,1938.48,77.98,81.84,78.38,2.128,XYZ,12.7,3.11,0.792,0.276,0.83,0.267,568.97,2218.25,16294427.96,1.71,12.75,11318.87087554271,0.393
WELL-1004,1951.22,47.06,104.61,53.74,2.522,0.235,13.92,1.61,0.561,0.247,0.418,0.379,352.92,3637.67,23230918.07,2.01,26.26,25.2,0.114
WELL-1004,1955.75,N/A,97.14,79405.00600378445,2.319,0.309,13.75,NULL,0.441,XYZ,0.216,0.633,921.7,4706.08,14631789.27,2.55,12.75,15.14,0.295
WELL-1004,1961.2,130.64,122.09,117.09,1.942,NULL,8.64,4.33,,0.484,0.278,0.643,547.0,1071337.6223871994,XYZ,1.32,38.03,18.97,0.271
WELL-1004,1974.4,ERROR,110.17,112.66,2.404,0.3,13.44,1.52,107.11868175593281,0.121,0.563,0.457,901.13,2663.2,20729696.15,2.15,32.49,20.9,0.348
WELL-1004,1981.12,124.58,185.06,21385.419682069496,2.211,52.7696628678633,9.84,1.77,0.756,0.108,NULL,0.327,73.34,3392.98,19436708.35,3.15,NULL,25.32,0.225
WELL-1004,1988.51,115.65,58.29,97.48,NULL,0.287,14.32,4.09,0.303,0.202,0.809,0.481,325.65,4697.29,21141222.33,2.48,22.1,25.96,0.184
WELL-1004,1992.7,35.06,29.09,78.34,2.043,0.289,9.0,N/A,0.621,0.368,0.258,0.63,616.48,3436.24,10525026.3,1.38,44.99,29.47,0.25
WELL-1004,2003.47,122.44,6.03,61.95,2.422,0.253,12.21,3.39,0.581,0.329,0.786,0.28,797.2,4072.34,14941931.16,2.77,34.72,13.98,0.107
WELL-1004,2008.21,28.07,115.57,79.99,2.669,0.349,15.07,4.47,0.153,0.352,0.996,0.367,139.5,4763.18,13544505.81,3.04,34.1,19.67,266.213156545472
WELL-1004,2017.32,62.42,130.57,50.53,2.549,0.086,12.45,1.82,0.788,42.19906193878748,0.601,191.68114397965303,33620.7854107755,3445.74,24160535.19,,27516.131016610136,5.84,0.234
WELL-1004,2021.62,47.45,118.69,57.95,2.109,0.312,10.42,2.41,0.116,0.391,0.504,0.345,NULL,2451.67,18510898.1,4.79,26354.754448414595,,
WELL-1004,2033.29,116.13,32.3,115.02,2.052,0.179,11.47,4.0,0.595,0.398,0.696,0.289,122.86,XYZ,7026673.82,1.41,37.89,12.89,0.233
WELL-1004,988168.601474478,68.5,70.26,106.01,2.519,0.159,N/A,1.99,0.4,0.155,0.368,0.754,625.71,2104.22,13665236.46,3.16,40.24,XYZ,0.118
WELL-1004,2046.52,141.64,93.22,111.21,2.368,0.056,12.19,2.15,0.484,0.26,0.497,0.317,92.45,3278.78,16494137.81,2.47,40.33,16.38,0.358
WELL-1004,2051.09,73.94,ERROR,86.68,2.269,0.148,8.84,2.26,0.225,XYZ,0.266,0.387,0.34,3867.3,11435343.6,1403.5898043514487,48.39,XYZ,0.364
WELL-1004,2062.93,76.82,49321.87722372749,102.01,2.153,0.25,8.62,3.26,0.576,0.162,0.731,0.444,,3120.98,9461006.72,3.0,16.83,26.47,0.169
WELL-1004,2066.27,28.56,NULL,,2.697,0.19,12.52,4.78,XYZ,0.354,1.0,0.781,509.4,3493.61,11505926.2,3.07,43.76,19.61,0.321
WELL-1004,2078.71,147.19,113.18,119.5,2.232,0.154,14.1,3.93,0.773,0.424,0.94,0.538,23.38,ERROR,8289276.01,,16085.624900266419,25.11,0.34
WELL-1004,2087.58,108.77,108.27,98.47,2.226,0.135,13.66,2.56,0.156,0.324,0.4,0.494,530.98,3080.97,18768970.97,3.51,45.04,18.96,0.297
WELL-1004,ERROR,NULL,139.58,81.8,975.24033149824,0.051,9.01,2.01,0.564,0.125,0.552,0.289,552.22,2572.13,22365248.46,4.53,40.66,14776.573847614674,139.1984152505035
WELL-1004,819522.9384815337,ERROR,6845.561379075528,119.58,2.292,0.07,13.47,1.3,0.324,0.199,,0.408,872.92,587690.9736387795,13795463.09,4.05,43.11,11.65,0.299
WELL-1004,2110.09,121.55,141.67,58.29,2.374,0.341,13.23,3.89,0.575,0.126,0.609,0.539,263.67,2815.65,22935979.16,NULL,41.2,5.58,0.165
WELL-1004,XYZ,88.67,162.25,,2.519,0.131,8.7,1.47,0.376,0.346,0.973,0.292,54.73,2083.31,8854808.47,3.23,12.3,10.96,0.266
WELL-1004,2124.91,39.45,32.66,101.74,1.936,0.051,15.01,3.57,0.301,0.148,0.82,0.443,193.78,4059.49,11578264.16,1.98,,5.15,0.36
WELL-1004,2129.56,125.08,80.45,N/A,2.021,0.214,13.87,1.5,0.342,0.451,0.804,0.369,,3495.25,23097494.26,3.13,21.08,10.02,0.242
WELL-1004,2134.2,110.73,83.61,80.99,2.697,0.232,XYZ,4.2,0.281,0.306,0.352,0.372,XYZ,2400.33,8360216.32,4.41,XYZ,19.26,0.113
WELL-1004,XYZ,,187.02,35818.41242015867,1302.5303469957555,0.205,12.52,4.95,0.468,0.461,0.499,0.543,20.51,2022.59,10828399.02,1.76,16.7,8.07,0.248
WELL-1004,2153.13,64.23,90.08,117.54,1.918,0.341,10.06,2.11,0.611,0.452,0.786,27.536650323535984,779.02,3562.19,,1.47,,6.25,25.27570220779892
WELL-1004,2161.77,57.11,41.63,98.66,2.258,0.254,13.86,1.49,0.187,0.391,,0.259,505.93,4692.71,14887934.68,1.92,24.66,26.78,0.143
WELL-1004,2168.15,123.87,116.6,118.84,2.025,0.242,13.45,2.37,0.695,0.301,0.6,0.604,,1225091.3638441665,13348143.71,1.41,14.49,7.79,
WELL-1004,N/A,28.87,22.05,91.38,2.625,0.283,8.75,1.3,,0.401,0.729,0.359,597.85,2678.16,6607176.11,2.85,39.98,28.16,0.153
WELL-1004,2183.77,34.99,191.95,83.56,2.64,48.44555113140713,13.1,1.05,0.387,0.306,0.864,0.433,617.56,2275.83,,3.69,17.16,,0.205
WELL-1004,2191.0,116.14,156.85,91.91,2.131,0.234,15.42,3.81,0.708,0.404,,0.657,349.23,1216405.6509859888,21370265.99,3.98,33.8,26.14,0.159
WELL-1004,2200.67,139.0,33.84,101.67,2.424,0.058,14.63,4.49,0.572,0.486,0.749,,24.08,4042.38,9712143.43,2.51,15.85,18.36,
WELL-1004,2204.96,105.38,15.19,98.85,2.328,0.295,11.18,1.9,0.217,0.117,XYZ,0.798,213.49,2827.6,16761572.74,1.53,10.66,6.95,0.331
WELL-1004,636805.1506248525,90.73,150.57,100.02,2.513,0.159,N/A,NULL,0.403,0.258,0.529,0.698,237.48,2836.73,15527768.49,4.99,23.08,21.14,0.247
WELL-1004,2221.71,149.32,14.72,63283.28387762081,2.578,0.084,280.4232353187811,3.88,0.562,ERROR,0.726,0.473,851.33,3233.24,11334466.11,1.92,,11.33,0.399
WELL-1004,2228.94,111.84,82.81,114.18,2.562,0.224,11.94,4.2,0.424,0.486,0.544,0.516,571.43,4119.13,4766267629.778852,3.15,28.46,13.85,0.275
WELL-1004,2231.9,19187.252235429718,187.13,89.88,2.394,0.082,9853.802110923649,4.19,ERROR,58.930327251116005,0.248,0.336,652.33,4395.09,19826332.93,3.27,23080.778748863966,28.77,0.176
WELL-1004,2241.96,41.33,42.86,XYZ,XYZ,0.108,14.18,4.3,0.238,34.618064221432604,0.386,,657.15,4905.22,17072092.22,1.16,31.56,NULL,0.238
WELL-1004,2249.78,45.99,,22297.21038430414,1.971,0.229,13.62,2.56,0.323,0.219,0.42,0.763,644.32,4707.92,8152329.05,1.13,,26.3,0.362
WELL-1004,2255.42,88.14,,67.66,2.338,0.124,15.57,1.23,0.212,0.198,0.308,0.351,537.79,4840.92,24554038.75,3.97,20.07,21.39,
WELL-1004,2264.32,118.34,73.63,52.29,2.684,0.113,1720.780346612085,2.93,0.548,0.15,0.53,,124.01,3822.82,15491188.0,4.27,14.48,13.32,0.252
WELL-1004,N/A,62.09,119.79,,2.402,0.257,13.1,,0.486,0.214,,0.557,452.59,2021.52,11705276.57,3.45,,22.31,0.215
WELL-1004,2277796.957231758,66.0,96.55,66.58,2.099,0.246,12.8,4.42,0.6,0.372,0.875,0.346,494.98,2491.47,8833617.17,2.05,38.12,5.16,0.247
WELL-1004,2289.28,49.96,52.79,54.4,NULL,0.128,13.33,3.58,0.751,0.328,0.945,0.607,378.38,XYZ,5905466.63,3.0,42.35,22.24,0.176
WELL-1004,2292.37,123.66,93.81,92.09,2.372,0.095,10.64,3.58,0.471,XYZ,0.469,0.34,870.4,2156.46,17005940.04,4.98,28.67,20.4,0.159
WELL-1004,2271344.716510105,92.21,47.25,61871.6069583326,2.034,,XYZ,2.11,0.797,0.444,NULL,0.651,867.65,2252.32,11959908.57,N/A,20.74,10.1,0.158
WELL-1004,2313.47,48.23,129.12,70.96,2.221,0.339,10.23,3.98,0.556,0.426,,0.412,287.45,3201.71,,2.3,15.93,NULL,0.317
WELL-1004,2321.6,46.91,127.12,90.85,1.92,0.052,,1.45,0.603,0.158,0.283,0.761,202.07,2539.34,7777296.53,3.97,24.42,28.33,0.285
WELL-1004,2327.25,,10.82,60.86,2.377,0.329,9.0,2.03,0.551,0.496,0.695,0.669,989.13,4552.35,12072693.33,1.12,6075.227674717465,26.98,0.221
WELL-1004,2335.59,68.73,195.58,90.43,,0.229,13752.055684818797,3.92,0.285,0.146,0.397,0.308,4.3,2894.44,11964799.76,N/A,19.34,25.58,35.634145967844
WELL-1004,2338.08,121.47,109.49,87.97,2.664,0.183,9.01,2.71,,0.497,0.246,0.606,123.58,3240.29,22906461.45,3.12,41.9,28.76,0.293
WELL-1004,2348.91,114.47,174.37,99.75,2.268,0.265,12.12,2.95,N/A,0.306,NULL,0.264,497.2,2491.8,7559176.27,1.38,,25.1,0.176
WELL-1004,2359.16,113.11,6.15,72.52,2.272,0.24,14.59,1.08,0.164,XYZ,0.29,0.79,401.36,4844.01,19624045.77,4.88,34.22,8.51,0.37
WELL-1004,,66.09,24.08,93.53,2.341,0.328,11.28,2.46,0.265,0.291,0.235,0.217,41.17,3476.08,14347833.43,2.85,25.41,22.47,0.275
WELL-1004,2369.75,36.8,47.13,,XYZ,0.35,N/A,2.33,0.177,183.13595541977145,0.825,0.562,419.24,4077.18,14915932.61,1.45,32.23,13958.815713119879,0.162
WELL-1004,2381.83,,56.21,107.75,2.253,0.219,10.83,4.45,0.152,0.199,195.8737470895957,0.77,762.5,NULL,11280524.31,NULL,18.83,15.69,0.204
WELL-1004,2384.99,144.03,121.69,114.25,2.134,0.227,15.58,2.32,0.475,NULL,0.222,0.637,214.72,3684.74,10772828.46,2.31,27.74,5.01,0.138
WELL-1004,2395.72,43.33,165.39,,2.587,0.155,12.46,1.65,0.228,0.306,0.471,0.495,157.93,2960.84,15065716.76,1.16,17.08,XYZ,0.13
WELL-1004,,64.66,102.61,63.67,2.531,0.129,14.2,1.94,0.27,0.346,0.58,0.682,706.29,4454.33,11844123.47,3.79,47.1,15.61,0.135
WELL-1004,2411.44,77.73,158.31,77.67,,0.143,9.97,1.45,0.278,0.405,0.277,0.622,NULL,3238.56,,1.96,27.02,18.86,0.338
WELL-1004,2413.36,131.62,80.08,118.41,2.234,XYZ,N/A,2.52,0.298,0.369,0.427,0.73,611.98,,13035316.02,3.03,33.09,17.83,0.159
WELL-1004,2426.83,124.48,NULL,101.79,2.655,0.329,10.74,1.83,,0.22,,0.384,742.91,3535.16,21994510.82,3.0,20.08,952.0425456629652,0.166
WELL-1004,2432.42,,64.73,114.34,1.912,0.338,15.4,4.85,0.549,0.237,0.669,0.408,265.19,2101.44,22189357.77,4.31,4941.796511049564,15.47,0.111
WELL-1004,2441.47,96.32,53.48,52.47,2.474,0.285,11.91,2.44,0.279,0.208,0.93,0.337,231.91,4845.57,6275365.07,N/A,28.55,26091.01630064705,0.276
WELL-1004,2448.73,55.94,189.83,,1.921,0.105,12.94,1.7,0.736,182.9529828934695,0.326,42.36884204155983,,3544.11,12464469.12,,37.88,,0.136
WELL-1004,2453.04,78.78,0.69,54325.91602197634,2.485,0.257,14.23,4.09,0.414,0.227,0.774,0.236,,3642.21,14678357.13,2.99,47.89,16.08,0.268
WELL-1004,2461.04,146.13,XYZ,N/A,XYZ,113.72556881511352,12.59,2.55,0.355,0.334,492.4367780595684,0.464,XYZ,4168.13,,XYZ,45.55,6.51,0.255
WELL-1004,845557.0666758862,136.38,95.69,71.37,,0.098,11.85,1.26,158.16352710519863,383.25191265730115,0.737,0.457,107.9,2815.04,9773128.33,1978.692255440924,N/A,16.16,0.304
WELL-1004,2477.04,38.12,133.41,76.82,2.673,0.147,13.5,2390.12657504344,0.323,,0.963,0.285,N/A,4755.28,10374001.92,4.31,,10.9,0.4
WELL-1004,2487.67,130.69,128.61,56.12,1913.9753091168193,0.063,15.07,1.79,N/A,,0.965,0.397,85.86,3037.27,24926749.17,2.99,,23.26,0.113
WELL-1004,2495.33,28.99,39.6,110.57,2.627,0.341,10.45,3.93,0.36,,0.813,0.799,106.13,2641.86,14333174.94,2.91,,18.82,0.272
WELL-1004,2499.95,41.26,134.56,57.92,2.155,,13423.417009722825,4.31,0.508,0.497,0.725,0.734,476.94,4384.77,14058715.61,3.51,12.08,22.2,0.376
WELL-1004,2506.66,26.74,164.04,N/A,2.128,0.052,9765.544858056614,1.07,XYZ,0.198,0.822,0.616,282.92,3532.02,17018900.45,4.95,19.21,5.1,0.299
WELL-1004,2516.74,61.78,ERROR,89.54,2.399,0.181,12.69,4.61,0.679,0.366,0.915,0.631,351.7,4637.95,8046253.98,4.22,17.18,17.91,0.275
WELL-1004,2523.5,67.69,147.98,107.49,2.099,0.095,13.36,4.25,0.592,0.298,0.357,0.389,249.23,3325.58,22515767.99,2.22,12.58,28.62,ERROR
WELL-1004,N/A,100.82,57.58,70.7,XYZ,0.147,11.66,1.47,0.547,0.42,,0.635,729.14,3445.77,18198647.0,3.17,28.59,13.31,0.136
WELL-1004,2536.78,25.22,61.5,61.4,2.578,0.192,11.92,2.59,0.484,0.173,0.738,0.222,603.67,3539.03,21060729.07,2.79,NULL,11.09,0.24
WELL-1004,2545.83,15511.23999892473,176.61,55.88,2.134,0.203,8.85,2.69,0.255,0.447,0.831,0.642,237.82,2262.2,6541813.4,2.55,5642.773245842834,23.1,0.306
WELL-1004,ERROR,NULL,168.18,63.75,2.428,0.288,8.8,3.23,0.145,0.492,0.733,0.775,73.8,2848.25,21671899.47,3.47,37.34,18.4,0.326
WELL-1004,2555.83,25.6,110.56,97.83,2.627,70.62662151283264,14.34,1.25,0.569,0.126,0.354,NULL,820.22,4541.47,23852448.22,2.67,41.93,16.63,0.267
WELL-1004,2566.59,127.95,,118.7,XYZ,0.221,10.17,4.78,N/A,0.362,0.943,0.266,942.4,3099.8,7569968.82,1.51,15007.625500779417,13137.249447329552,0.319
WELL-1004,2574.94,93.02,119.64,51.62,NULL,0.213,13.56,1.46,0.309,0.427,XYZ,0.368,,3592.54,10239822221.665705,4.14,23.93,26.88,0.314
WELL-1004,2579.5,38.18,105.48,110.67,2.177,0.19,13.49,3.24,0.476,,0.336,,444.36,2042.09,21455002.77,2.58,11.61,10.05,0.142
WELL-1004,2587.63,31.97,183.37,N/A,2.336,0.183,14.89,4.23,0.697,0.239,0.453,0.624,839.31,2064.3,10785524.44,1.45,34.07,13.08,0.311
WELL-1004,2594.2,127.64,76.91,60.2,1383.5544654169637,0.108,11.43,1.49,0.419,0.139,0.649,0.535,,3830.99,XYZ,3.93,12292.355520078236,15.86,0.254
WELL-1004,2605.47,76.97,2.99,54.73,1.954,,14.63,4.6,0.57,0.409,0.976,0.571,592.83,2029.17,5178962.21,1.93,27.74,18.04,0.122
WELL-1004,1382383.398429496,XYZ,,,NULL,0.201,12.34,1.89,0.654,0.13,0.619,0.359,933.6,3065.37,,1.08,23.16,19.14,0.151
WELL-1004,2617.01,60.34,55.54,82.22,2.466,,12.42,,0.231,,0.343,N/A,290.02,4166.05,19668363.97,2.04,45.38,18.61,0.121
WELL-1004,,64.69,38.91,98.96,,0.108,12.33,,0.362,NULL,0.468,0.798,312.33,3348.09,11607616.58,2.02,44.06,18.93,0.27
WELL-1004,2636.71,113.99,190.25,79.84,1.931,238.6324546760507,9.92,3.41,0.143,0.461,0.351,0.502,964.84,4757.69,20431230.1,4.35,22.19,19.91,0.158
WELL-1004,2641.11,99.47,,ERROR,2.03,0.225,6680.31497750217,2.26,XYZ,0.428,0.359,508.13375555218505,501.23,XYZ,23797979.72,3.04,36.25,25.95,0.325
