well_id,date,measured_depth_m,mud_weight_ppg,rop_m_per_hr,borehole_diameter_in,fluid_loss_rate_ml_per_min,pump_pressure_psi,bit_type,operator_name,rig_id,drilling_fluid_type,wellhead_pressure_psi,formation_pressure_psi,wob_kN,rpm,torque_ft_lbs,standpipe_pressure_psi,direction_azimuth_deg,inclination_deg
WELL-1003,2011-11-16,,10.62,10.43,11.86,31.01,2857.86,PDC,Nabors,RIG-3,SOBM,2181.38,4016.0,48.43,133.96,8608.11,745.15,27.77,8.89
WELL-1003,2011-11-17,1567575.549589824,11.89,23.79,11.6,27773.41703888763,1241.06,PDC,Halliburton,RIG-2,SOBM,1315.72,4919.13,196.63,182.08,3750.48,1655.1,88194.16880456594,5220.7509064625965
WELL-1003,2011-11-18,6366,,22.48,12.18,34.25,2894.24,PDC,Weatherford,RIG-2,OBM,2634.7,4935.39,ERROR,79.74,1192680.7516882285,ERROR,271.33,48.55
WELL-1003,2011-11-19,6366,11.82,27.67,9.54,11.25,1815.08,Roller Cone,Weatherford,RIG-5,WBM,2770.02,4905.58,135.75,,8048.97,3789.24,,5.87
WELL-1003,2011-11-20,6366,11.99,,11.71,16.51,,Roller Cone,Weatherford,RIG-2,WBM,1924.47,5861.79,182.79,NULL,6854.69,2559.25,3.97,16.39
WELL-1003,2011-11-21,6366,4277.9129228311285,26.01,10.43,38.06,2175.66,PDC,Nabors,RIG-3,SOBM,1019195.4219804353,2569.72,ERROR,110.44,8245.86,1336.96,280.76,29.99
WELL-1003,2011-11-22,6366,XYZ,19.12,N/A,45.41,2739.99,PDC,Schlumberger,RIG-5,SOBM,1673.41,5766.48,135.07,124.81,872.53,3143.35,35.96,37.5
WELL-1003,2011-11-23,6366,9.95,22.71,11.76,42.93,4389.71,Diamond Impregnated,Nabors,RIG-3,OBM,1917.32,5098.36,96.51,75183.23784990539,9622.95,1534.61,141.61,21.78
WELL-1003,2011-11-24,6366,11.06,6.71,9.37,40.26,1375.94,PDC,Baker Hughes,RIG-2,OBM,NULL,5508.76,150.12,130.39,178.15,1057.14,,88.85
WELL-1003,2011-11-25,6366,10.4,ERROR,10.49,33.57,2435.88,Roller Cone,Halliburton,RIG-4,SOBM,2768.16,2919.26,194.25,149.91,5137.49,1435.5,208.75,8.37
WELL-1003,2011-11-26,,10.8,,10.87,NULL,2155.19,Roller Cone,Halliburton,RIG-1,SOBM,1326.51,2174.16,,192.46,N/A,3625.95,134.08,51.51
WELL-1003,2011-11-27,6366,9.93,21.85,8.55,16.62,,Roller Cone,Schlumberger,RIG-4,WBM,1821.43,2564.43,105.71,168.85,4271.83,3579.93,ERROR,54.69
WELL-1003,2011-11-28,,9.64,18.86,8.91,14.36,1690.26,PDC,,RIG-4,SOBM,2655.69,5084.1,62.78,69.61,6281.81,4921.76,44.04,76.39
WELL-1003,2011-11-29,6366,11.54,6.21,,27.24,3055.44,,Nabors,RIG-3,WBM,1749.77,3710.66,174.72,83.83,1257.74,746.1,126.67,87.42
WELL-1003,2011-11-30,6366,10.03,9.05,10.06,38.1,3522.83,Diamond Impregnated,Nabors,RIG-5,OBM,1083.8,3365.34,163.85,159.43,594.92,2886.14,311.89,45788.04854576702
WELL-1003,2011-12-01,6366,11.97,20.74,8.91,24.33,4127.12,PDC,Schlumberger,RIG-2,,NULL,5516.07,67.48,175.67,8922.32,2187.24,N/A,45.14
WELL-1003,2011-12-02,6366,,19.15,11.38,NULL,1345.76,PDC,Nabors,RIG-4,WBM,2345.03,4074.9,,184.88,,2199.05,287.66,33.79
WELL-1003,2011-12-03,6366,10.41,18.64,,5.82,2295.69,Roller Cone,Baker Hughes,RIG-5,WBM,2932.55,XYZ,36.92,116.91,4733.77,4161.85,216.01,79.62
WELL-1003,2011-12-04,N/A,8.77,16.51,10.05,NULL,3662.52,PDC,Halliburton,RIG-4,SOBM,2735.32,3010.07,37.95,160.05,8168.31,NULL,,20072.728721758358
WELL-1003,2011-12-05,6366,11.86,14.21,9.23,49.92,2810.37,Roller Cone,Schlumberger,RIG-2,WBM,94860.6164578097,5038.24,157.03,61.39,7553.57,2634.55,291.22,10.12
WELL-1003,2011-12-06,6366,11.98,13.13,10.19,41.34,2024.33,,Nabors,RIG-3,OBM,2647.24,3524.24,18.06,132.29,,877.34,323.5,22.63
WELL-1003,2011-12-07,6366,10.96,23.61,XYZ,16.04,NULL,Diamond Impregnated,Weatherford,RIG-1,SOBM,1201.05,4245.75,34.88,92.45,3048.31,1375.81,41.52,19.25
WELL-1003,2011-12-08,6366,9.94,27.82,10.25,14463.450206075011,2404.36,,Schlumberger,RIG-2,SOBM,1079.54,3984.48,89.03,63.57,,1212.66,275.39,6.83
WELL-1003,2011-12-09,6366,11.94,28.68,10.59,36.6,XYZ,Roller Cone,Baker Hughes,RIG-3,OBM,2159.58,3533.3,13.22,134.16,690.99,1663.22,5.97,82.91
WELL-1003,2011-12-10,6366,9.84,24.17,11.99,37.69,3981.75,Roller Cone,Halliburton,RIG-3,OBM,1135.42,,107.03,154.74,3480.62,1417.48,6.48,23.3
WELL-1003,2011-12-11,6366,11.81,,11.31,,1206.12,Diamond Impregnated,Schlumberger,RIG-5,OBM,1803.09,4127.76,,N/A,XYZ,2522.71,100.63,3.99
WELL-1003,2011-12-12,6366,11.69,11.75,10.96,21.14,4733.32,PDC,,RIG-2,OBM,1164.81,2666.68,122.66,100.96,7570.65,2735.03,189.14,66.29
WELL-1003,2011-12-13,6366,6430.508691271306,13.18,8649.133765909317,19.2,3883.76,,Nabors,RIG-2,SOBM,1174.06,4310.45,NULL,,483.23,4637.74,284.33,1.63
WELL-1003,2011-12-14,6366,9.23,7532.6864489981535,10.4,43.56,1504.97,PDC,Schlumberger,RIG-2,WBM,1330.83,4703.74,112526.03981052212,111.48,2584.44,2666.16,114.68,17.08
WELL-1003,2011-12-15,6366,11.38,14.76,,7.73,3604.74,PDC,Weatherford,RIG-2,SOBM,2380.21,,79.47,51.3,7373.41,2028182.7253177338,23.43,
WELL-1003,2011-12-16,6366,10.14,ERROR,11.8,XYZ,3651.5,Diamond Impregnated,Nabors,RIG-3,SOBM,2032.0,5348.65,71.88,191.99,1813.96,1210.61,132.89,23.92
WELL-1003,2011-12-17,6366,NULL,10.79,11.74,10.57,4157.09,Diamond Impregnated,Nabors,RIG-4,OBM,1984.06,3075.63,155.48,160.19,NULL,984.03,126.38,80.97
WELL-1003,2011-12-18,2133922.6598374504,8.65,21.59,8.59,48.29,3811.69,Roller Cone,Nabors,RIG-5,OBM,2647.74,XYZ,64.21,115.83,326278.5272247391,3398.52,99.35,3.07
WELL-1003,2011-12-19,6366,10.25,23.88,9.08,0.54,4182.37,PDC,Weatherford,RIG-1,SOBM,2398.44,4294.29,163.73,,NULL,3412.49,212.95,46.12
WELL-1003,2011-12-20,6366,9.6,NULL,11.74,16.31,4941.34,Roller Cone,Halliburton,RIG-5,,1584.31,2724.47,111.01,140.93,3086.58,702.69,175.01,38.79
WELL-1003,2011-12-21,6366,8.79,27.8,8.69,28.45,1187.55,Roller Cone,Baker Hughes,RIG-4,SOBM,2121.5,3537.71,158.58,171.65,5873.74,1717.03,305.44,21.47
WELL-1003,2011-12-22,6366,10.1,6.18,,ERROR,4749.38,Diamond Impregnated,Halliburton,RIG-2,WBM,2588.47,5541.98,166.67,179.28,6281.9,2556.77,318.47,
WELL-1003,2011-12-23,6366,8.71,NULL,9.49,19.9,3982.1,Roller Cone,Weatherford,RIG-2,OBM,XYZ,4748.97,166.45,88.97,8288.45,3862.93,215.12,
WELL-1003,2011-12-24,6366,9.93,26.17,707.4824515000375,20.99,XYZ,Roller Cone,Schlumberger,RIG-4,OBM,2236.01,2258.97,62168.14039598295,113.36,635.69,1091134.3773154246,148.0,NULL
WELL-1003,2011-12-25,6366,9.46,20.22,9.98,N/A,3568.82,Diamond Impregnated,Halliburton,RIG-3,SOBM,2749.74,5717.36,ERROR,61.65,4006.81,4363.74,53.4,36.65
WELL-1003,2011-12-26,6366,2066.557442101826,17.2,11.75,22.93,1272.78,Roller Cone,Halliburton,RIG-5,WBM,1373.37,4522.45,38.1,103.92,9572.94,568.04,181.94,
WELL-1003,2011-12-27,6366,11.67,20.27,,39.2,,PDC,Weatherford,RIG-5,WBM,2566.04,4624.64,24.84,,4931.2,1037.38,270.87,49.26
WELL-1003,2011-12-28,6366,10.4,11.17,9.48,9.4,4699.27,PDC,Schlumberger,RIG-5,SOBM,2309.35,3619.44,,XYZ,241.52,NULL,56.59,6.61
WELL-1003,2011-12-29,6036521.100023115,,ERROR,12.02,10.31,1978.17,Diamond Impregnated,Schlumberger,RIG-1,SOBM,2301.38,1001830.922777723,125.12,158.57,3995.37,1735.51,126.93,54.7
WELL-1003,2011-12-30,6366,7873.215835054436,5.66,11.67,46.4,,PDC,Weatherford,RIG-3,OBM,2052.25,5571.68,126.9,167.65,2664752.9241152103,1732.88,174145.54094270454,25.61
WELL-1003,2011-12-31,6366,8.74,17.96,8.51,ERROR,3072.26,,Nabors,RIG-4,SOBM,1100.22,1575373.700444317,17.17,178.44,171.36,,325.77,11.13
WELL-1003,2012-01-01,6366,,23.96,9.97,39.08,582.23,Roller Cone,Nabors,RIG-1,WBM,2450.07,5216.03,149.71,150.12,1652.47,2726.32,296.65,39.6
WELL-1003,2012-01-02,6366,4850.261263730133,15268.851194162826,8.76,29.7,1216.46,Roller Cone,Baker Hughes,RIG-1,SOBM,1208.87,2443911.149699189,98.49,148.82,6193.89,3491.72,155.57,57.83
WELL-1003,2012-01-03,6366,11.85,16.62,8.83,41.26,3051.04,Diamond Impregnated,Baker Hughes,RIG-1,,1881.18,2720580.6420538975,27164.47171469486,195.16,,1147.8,278.16,17.44
WELL-1003,2012-01-04,6366,9.53,10.9,8.73,13.91,3189.85,Diamond Impregnated,Halliburton,RIG-5,OBM,2078.23,848040.1105651498,11.48,114.01,,1452.1,195.91,55.76
WELL-1003,2012-01-05,6366,10.04,19.18,8.85,1.89,2500.72,Diamond Impregnated,Schlumberger,RIG-1,WBM,NULL,2355.83,111.91,186.56,1606.18,4165.51,NULL,85.47
WELL-1003,2012-01-06,NULL,11.21,6.76,11.44,10.31,1431.75,Diamond Impregnated,Nabors,,OBM,1750.96,2398.13,159.44,87.19,6063.46,3001.39,18.82,83.42
WELL-1003,2012-01-07,6366,11.93,27641.6981805212,9.82,45.42,2285.22,Roller Cone,Nabors,RIG-5,OBM,2479.78,2036.81,89.57,101.11,5770.39,332457.6959339064,ERROR,48.62
WELL-1003,2012-01-08,6366,4197.851963026075,N/A,11.56,41.91,4620.11,Roller Cone,Weatherford,RIG-2,SOBM,NULL,4350.65,143.36,71.85,1858.58,4770.95,93.62,2126.345888564946
WELL-1003,2012-01-09,6366,8.68,26.42,8.91,1.14,,Roller Cone,Nabors,RIG-1,OBM,1907.91,3825.63,68.07,191.9,8337.09,2622.44,37.64,48.91
WELL-1003,2012-01-10,6366,9.8,29.13,9.88,45.51,4704.89,,Weatherford,RIG-3,SOBM,1166.24,3014.51,121.63,61.17,3992.05,4189.96,3.92,79.9
WELL-1003,2012-01-11,6366,11.66,7.95,12.13,7.45,4467.98,Diamond Impregnated,Schlumberger,RIG-3,WBM,2035.39,4412.79,108.53,171.53,2200.61,4819.93,39.69,58.54
WELL-1003,2012-01-12,6366,9.98,NULL,10.53,6.39,593.36,Roller Cone,Halliburton,RIG-2,SOBM,1588.62,2594.56,158.02,138.77,6398.0,4843.5,105605.67922973247,2.96
WELL-1003,2012-01-13,6366,11.09,19.01,8.97,30.65,679561.1282154751,Roller Cone,Schlumberger,RIG-4,SOBM,2182.42,XYZ,10.61,171.22,8665.05,3425.69,79.67,10.13
WELL-1003,2012-01-14,5605228.813986982,3258.2284802472896,6.2,11.99,49.4,689.92,Roller Cone,Halliburton,RIG-3,OBM,1628.14,5609.88,3562.648844547754,133.99,5282.25,2693.26,20.8,83.82
WELL-1003,2012-01-15,6366,10482.650827407117,23.46,8.68,38.14,1311.88,Diamond Impregnated,Weatherford,RIG-3,OBM,1185.94,2541.61,34.56,XYZ,6120.52,3084.52,83.74,46.36
WELL-1003,2012-01-16,6366,9.45,18.22,8.98,20.42,4109.86,Diamond Impregnated,Schlumberger,RIG-2,WBM,2514.05,,102.68,119.64,6144.43,1601.15,83019.27121527877,83.2
WELL-1003,2012-01-17,6366,8.9,26.01,11.65,13201.537694446723,4090.18,Roller Cone,Halliburton,RIG-2,OBM,1954.46,472954.90745200886,169.56,99.07,7293.13,2660.23,164.67,63.81
WELL-1003,2012-01-18,6366,10.46,7.76,8.52,19.2,4929.21,Roller Cone,Baker Hughes,RIG-5,SOBM,2381.81,5977.71,187.34,99.79,5579.59,1570.74,349.62,
WELL-1003,2012-01-19,NULL,10.31,16.18,9.88,23.44,4196.4,PDC,Halliburton,RIG-2,OBM,1495.18,2872.31,176.81,101.92,9440.17,2619.81,345.92,23.14
WELL-1003,2012-01-20,6366,10.21,23.35,9.8,30.39,1580.21,PDC,Baker Hughes,,,1783.71,4137.39,173.85,148.53,9860.36,3013.81,332.29,78.84
WELL-1003,2012-01-21,6366,10.41,5.95,9.93,32.46,584199.9580330238,Diamond Impregnated,,RIG-4,,1317.46,2162.7,128.22,157.06,4920.63,N/A,160.73,76.65
WELL-1003,2012-01-22,3889539.9254426723,10.45,13.22,10.12,41.06,3365.8,Roller Cone,Nabors,RIG-1,SOBM,1938.31,3668.92,56.63,,1924.26,1707.35,,9.17
WELL-1003,2012-01-23,6366,8.95,14.28,11.58,15.56,4668.09,Roller Cone,Weatherford,RIG-3,WBM,2586.72,2308.22,ERROR,84.77,7934.89,1446.56,95.24,12.24
WELL-1003,2012-01-24,XYZ,8.9,28.97,,25.91,658.2,,Nabors,RIG-2,OBM,2793.95,,180.54,57.96,324.63,1007.05,108.35,79.52
WELL-1003,2012-01-25,,9.77,20.51,8.92,16.17,1957.42,PDC,Schlumberger,RIG-4,SOBM,2817.95,4908.31,115.53,166.5,6100.06,3655.93,269.46,7.42
WELL-1003,2012-01-26,6366,8.75,12.08,11.18,39.48,202176.2097192933,Diamond Impregnated,Weatherford,RIG-2,OBM,1490.47,4884.63,24.34,77.08,XYZ,2509.07,339.71,
WELL-1003,2012-01-27,6366,10.26,21757.816586918736,11.81,41.76,N/A,Diamond Impregnated,Halliburton,RIG-1,OBM,2902.36,4580.02,128.87,82.22,6644.33,3697.88,2.18,59.35
WELL-1003,2012-01-28,,8.67,5.13,11.69,7.77,4886.39,Diamond Impregnated,Baker Hughes,RIG-5,WBM,1752.14,3428.5,30.88,79.22,5798.38,1706.04,185.19,59.86
WELL-1003,2012-01-29,6366,10.24,20.45,8.85,37341.82932330126,3611.5,PDC,Baker Hughes,RIG-1,SOBM,2652.57,2805.08,65.26,93.63,9558.65,1977.61,56.84,XYZ
WELL-1003,2012-01-30,6366,ERROR,21.79,9.08,16.18,2769.58,Roller Cone,Nabors,RIG-3,SOBM,,2465.01,119.64,108.14,2243.25,3693.01,103.49,61441.08258962325
WELL-1003,2012-01-31,6366,11.24,11.28,9.97,41.66,3735.64,Roller Cone,Weatherford,RIG-3,SOBM,2031.12,5899.92,52.16,157.69,2977.43,3508.52,273.95,30.17
WELL-1003,2012-02-01,6366,10.31,10.63,,48.21,2623.38,Roller Cone,Schlumberger,RIG-2,OBM,2274.31,2196.94,136.45,7843.589998910156,9216.25,532.95,145.67,30.73
WELL-1003,2012-02-02,6366,11.29,18.08,9.22,45.28,4583.73,Roller Cone,Baker Hughes,RIG-2,WBM,1784.31,5210.53,134.31,69.65,1468.8,1886.71,217.93,10.91
WELL-1003,2012-02-03,6366,11.12,8.59,8.6,28.27,4654.32,PDC,Halliburton,RIG-2,SOBM,1498.09,2973.28,138.5,154.38,,4169.64,294.68,ERROR
WELL-1003,2012-02-04,,10.5,NULL,9.4,24170.767678839646,4754.95,PDC,Nabors,RIG-3,WBM,2022.64,3233.31,103.1,105.67,4413.86,4065.73,348.89,83.32
WELL-1003,2012-02-05,6366,10.19,ERROR,10.99,33.3,4971.93,Roller Cone,,RIG-1,WBM,1911.75,5259.54,,75.99,6547.92,2645.43,314.98,51.7
WELL-1003,2012-02-06,6366,XYZ,9.12,10.97,,3499.8,Diamond Impregnated,Schlumberger,RIG-5,SOBM,2005.87,2638.91,150.81,55.7,2101.36,2413.74,355.09,14.26
WELL-1003,2012-02-07,6366,10.97,12.65,8.94,0.08,2012.88,Roller Cone,Nabors,RIG-3,SOBM,1234.64,5252.35,102.17,XYZ,7515.06,3862.67,297.27,35.38
WELL-1003,2012-02-08,6366,10.86,,3844.131423576257,31.59,1094.37,PDC,Weatherford,RIG-1,OBM,1203.15,3475.57,126.91,164.5,3490.27,ERROR,356.75,18.7
WELL-1003,2012-02-09,6366,8.99,10.33,9.63,47.56,2270.88,Roller Cone,Nabors,RIG-2,WBM,2870.73,2746.22,111.55,114.17,2249.92,2183.7,286.37,71.97
WELL-1003,2012-02-10,6366,10.53,26.83,9.02,22.41,2905.33,Roller Cone,Nabors,RIG-2,WBM,2964.98,2548.8,170.85,142.02,2225.74,1835.66,21741.40075964441,XYZ
WELL-1003,2012-02-11,6366,7154.381435143461,23.74,XYZ,34.35,3735.04,Diamond Impregnated,,RIG-1,SOBM,1729.31,4936.45,93.43,94.59,5093.57,1055.45,154.91,12.48
WELL-1003,2012-02-12,6366,10.84,29.03,9.29,18.15,4140.09,Diamond Impregnated,Baker Hughes,RIG-1,OBM,1959.04,4659.29,123.19,71.51,5397.13,,138.77,79.11
WELL-1003,2012-02-13,6366,11.04,12.39,11.27,12.94,NULL,Roller Cone,Baker Hughes,RIG-2,WBM,2745.62,3258.37,6492.456830873141,,5112191.887686624,,XYZ,28.69
WELL-1003,2012-02-14,6366,11.2,28.56,10.85,14.13,1916.48,PDC,Baker Hughes,RIG-5,WBM,1459926.0935779342,2160.99,164.9,,1969653.3263775397,3462.8,161.22,40.53
WELL-1003,2012-02-15,6366,11.71,21.67,10.64,12.19,4659.19,,Schlumberger,RIG-4,WBM,1986.35,4911.16,149.66,68.72,4514.32,3780.48,272.18,45.9
WELL-1003,2012-02-16,5728337.926067448,9.25,15.82,N/A,26.63,2698.09,Roller Cone,Nabors,RIG-4,OBM,1499.78,3941.81,146.82,80.88,,2521.0,341.58,28.24
WELL-1003,2012-02-17,6366,,6.41,11.93,20.5,3358.48,PDC,Halliburton,RIG-1,OBM,499953.29812330083,2074.96,71.79,122.74,6017.35,4578.06,169.63,40.94
WELL-1003,2012-02-18,6366,11.06,11.78,10.24,9.31,3444.48,Diamond Impregnated,Nabors,RIG-1,OBM,2089.53,2025223.7672775704,194.71,108.93,6707.68,ERROR,,18.33
WELL-1003,2012-02-19,6366,9.55,7.03,11.88,4.32,1221.44,PDC,Nabors,RIG-4,WBM,N/A,5331.19,190.08,142.38,400014.7365867801,2185.69,ERROR,51.52
WELL-1003,2012-02-20,,10.47,21.19,9.95,4372.861042172799,3458.36,Roller Cone,Baker Hughes,RIG-5,OBM,2928.94,4327.01,56.04,170.64,7392.4,2112.77,145.32,49.46
WELL-1003,2012-02-21,6366,11.34,9.25,11.84,21.03,4608.87,Roller Cone,Weatherford,RIG-5,SOBM,2017.81,2132.08,65.18,164.81,1418.74,3067.38,216.0,
WELL-1003,2012-02-22,6366,10.67,17.53,11.15,27.27,2643.72,Roller Cone,Nabors,RIG-4,SOBM,2557.56,5937.25,129.77,53.75,,1148.54,249.52,16.17
WELL-1003,2012-02-23,6366,8.69,XYZ,11.25,,3844.9,PDC,Baker Hughes,RIG-4,WBM,1220.99,5454.91,97.44,163.09,6376.81,2387.37,214.55,45.74
WELL-1003,2012-02-24,6366,9.9,16.86,10.3,42.22,2114.39,PDC,Halliburton,RIG-2,OBM,,3616.6,81.02,82.31,1524.12,2511.03,25.26,44.16
WELL-1003,2012-02-25,6366,10.0,16.85,XYZ,42.98,4720.25,Diamond Impregnated,Weatherford,RIG-2,OBM,141981.2219922156,5963.07,61.37,105.42,6316.11,976.74,233.22,43.63
WELL-1003,2012-02-26,6366,9.43,22.86,11.82,16.41,2061.23,Roller Cone,Baker Hughes,RIG-5,SOBM,2112.0,2968.33,164.22,67.52,8643.43,1196.53,330.5,38.1
WELL-1003,2012-02-27,6366,11.38,19.43,9.66,45.49,2620.71,Diamond Impregnated,Nabors,RIG-1,OBM,1431.23,5472.48,181.69,109.46,7251.04,2887.18,23.82,86.2
WELL-1003,2012-02-28,,10.15,27.18,10.14,,1717.71,Diamond Impregnated,Weatherford,RIG-5,WBM,2868.29,2171.28,,121.8,1436539.9382525252,558.14,130.68,87.04
WELL-1003,2012-02-29,6366,8.95,28.76,9.02,14.9,4926.34,Diamond Impregnated,Schlumberger,RIG-1,OBM,2493.16,NULL,49524.06829902693,65.99,,1042.8,133.7,343.66138432328296
WELL-1003,2012-03-01,6366,,18.48,10.67,3.0,1319.07,Roller Cone,Weatherford,RIG-4,WBM,2688.79,5907.65,XYZ,185.7,961.9,2568.8,106.44,62.41
WELL-1003,2012-03-02,6366,8.55,,9.21,,3379.84,Diamond Impregnated,Baker Hughes,RIG-4,OBM,1054.92,3202.47,,,7600.8,3018.04,255.8,27.97
WELL-1003,2012-03-03,6366,10.94,22.74,10.17,41.15,982.73,Diamond Impregnated,Baker Hughes,RIG-4,OBM,1737.77,3286.67,149.76,183.2,6443.19,1682.61,324.4,65.66
WELL-1003,2012-03-04,6366,9.38,24.83,8.55,39.58,4500.1,Diamond Impregnated,Halliburton,,WBM,1143.65,4582.34,182.31,148.62,4455.31,3094.38,159.35,82.25
WELL-1003,2012-03-05,6366,9.95,,11.57,15.74,ERROR,PDC,Baker Hughes,RIG-3,,1682923.1122036753,5315.74,143.93,100.73,7198.21,1249.38,358.26,21.09
WELL-1003,2012-03-06,6366,8.68,14.44,10.15,NULL,1272.44,Diamond Impregnated,Halliburton,RIG-4,,1934.45,3037.96,98.77,97.0,2299.33,,352.36,27.29
WELL-1003,2012-03-07,2228331.821723886,9.76,,9.87,45.32,1433.44,Roller Cone,Baker Hughes,RIG-3,SOBM,2625.51,2992.62,197.15,56.49,8225.09,1632.75,84.69,80.79
WELL-1003,2012-03-08,6366,4309.509574231988,18.73,9.44,33.55,4492.29,PDC,Halliburton,RIG-3,SOBM,2695.23,5560.12,128.01,195.17,1705.03,4534.76,255.0,51.8
WELL-1003,2012-03-09,6366,10.97,15646.251337652886,9.18,16.41,1360.44,PDC,Schlumberger,RIG-1,WBM,2046.17,5675.84,123.52,55737.88575304544,4099270.312586946,,33.84,
WELL-1003,2012-03-10,6366,11.11,12.61,11.17,21.8,1374.88,Roller Cone,Halliburton,RIG-2,WBM,1330.61,3427.39,125.23,54.57,9351.98,2718.3,ERROR,52.92
WELL-1003,2012-03-11,XYZ,10.13,22.88,NULL,1.05,3695375.045129435,Roller Cone,Schlumberger,RIG-1,OBM,1446.61,3236.66,27.19,54.16,7692.15,,299.2,8511.841523050576
WELL-1003,2012-03-12,6366,10.23,6391.218066045894,8.72,28.21,3801.59,Diamond Impregnated,Schlumberger,RIG-2,WBM,2861.27,3266.1,34.65,167.91,7500.03,3071.61,120871.51815016234,60.38
WELL-1003,2012-03-13,6366,8.82,16.99,12.13,,2679.55,PDC,Halliburton,RIG-5,,1185.29,3266042.650274861,94.37,64.7,2877.14,656.74,252.77,81.66
WELL-1003,2012-03-14,6366,,13601.166930434583,9.43,46.52,,PDC,Halliburton,RIG-4,WBM,2024.47,4178.49,87.31,159.18,4034.65,522.15,56.6,73.17
WELL-1003,2012-03-15,6366,11.23,12.8,12.01,28.09,3891.79,PDC,Weatherford,RIG-2,OBM,2680.79,ERROR,197.9,127.54,2515.33,4585.51,ERROR,84.19
WELL-1003,2012-03-16,6366,8.85,29.75,8.63,37.1,3881.37,Roller Cone,Halliburton,RIG-1,SOBM,1772.97,2733.01,81.41,145.19,6052.0,N/A,5980.586006543942,37.0
WELL-1003,2012-03-17,6366,10.41,5.25,,6.71,,Roller Cone,Halliburton,RIG-3,,1908.43,2673.75,152.88,150.72,ERROR,3300.58,289.51,7.63
WELL-1003,2012-03-18,6366,9.4,17.04,8.73,42.48,4545.96,Diamond Impregnated,Schlumberger,RIG-1,SOBM,2947.11,2711.84,34.14,141.21,6958.74,546747.5812740761,320.51,0.58
WELL-1003,2012-03-19,6366,10.7,27.71,11.1,42.49,4778.47,Diamond Impregnated,Nabors,RIG-3,WBM,1031.19,ERROR,77.11,177.37,9314.09,2509.53,156.72,59.08
WELL-1003,2012-03-20,6366,NULL,8485.396269502235,5507.810773605379,,3217.86,Diamond Impregnated,Baker Hughes,RIG-4,OBM,1794.6,3640.63,,169.09,5631.36,2966.07,221.28,61.1
WELL-1003,2012-03-21,6366,10.34,,9.27,34.66,641.32,,Nabors,RIG-3,SOBM,2430.96,2218.01,21.38,185.79,6587.71,1837.39,294.02,50.37
WELL-1003,2012-03-22,6366,8.93,6.58,ERROR,,4314.17,PDC,Baker Hughes,RIG-2,SOBM,1560.72,4650.81,69.67,61.42,193.82,1274.22,99.3,84.59
WELL-1003,2012-03-23,6366,9.7,15335.676614804095,9.5,18.6,,Roller Cone,Nabors,RIG-5,OBM,2952.31,3792.44,98.31,,4046.54,961.21,116.06,1.37
WELL-1003,2012-03-24,3786817.215817216,8.75,,9140.867126116083,N/A,,PDC,Schlumberger,RIG-1,WBM,2259.95,N/A,92.76,138.87,8345.24,1573.39,291.37,44.41
WELL-1003,2012-03-25,6366,8.84,5.63,9.11,10.62,1499.76,Diamond Impregnated,Weatherford,RIG-2,SOBM,2967.47,5667.34,184.75,167.87,8142.5,1461410.3019075734,46.57,66.99
WELL-1003,2012-03-26,6366,10.42,12.64,11.97,4.57,678.01,Roller Cone,Schlumberger,RIG-5,,2714.91,3241.76,150.66,134.25,5557.53,1129922.433596805,171.01,38.12
WELL-1003,2012-03-27,6366,10.49,11.74,10.61,45.87,1405.46,Roller Cone,Nabors,RIG-5,OBM,2302.31,3739.15,189.58,135.45,5215.71,1006.35,54.74,73.6
WELL-1003,2012-03-28,6366,11.66,29.98,9.08,40.68,916.7,Diamond Impregnated,Baker Hughes,RIG-1,SOBM,2087.28,2951.39,12.18,61.45,2444.65,1227.9,62.17,17.18
WELL-1003,2012-03-29,6366,10.35,8.59,9.83,45.07,636.41,,Baker Hughes,RIG-5,SOBM,2474.2,4869.31,85294.29268016455,,9840.91,3207.83,159.51,9648.8773266049
WELL-1003,2012-03-30,6366,9.83,8.86,,47.81,2415.5,PDC,Nabors,RIG-3,WBM,2640.31,3874.19,40.01,N/A,6273.52,1466.07,346.73,61.49
WELL-1003,2012-03-31,6366,11.68,5.15,11.01,35.49,818633.8244177111,Diamond Impregnated,Weatherford,RIG-1,WBM,2354.61,2847.16,73.15,79.87,1031.11,3458.24,335.54,81.37
WELL-1003,2012-04-01,6366,8.89,13.37,9.25,37.21,3136.83,Roller Cone,Nabors,RIG-3,WBM,835444.7797379304,4310.04,101.22,116.93,,3500.17,325.07,72.04
WELL-1003,2012-04-02,6366,10.62,29.24,,44.11,4227.65,PDC,Weatherford,RIG-1,OBM,2749.58,5498.14,113.19,135.83,3772.39,2163.7,54.96,
WELL-1003,2012-04-03,6366,10.82,16.5,9.27,21.7,3171.32,PDC,Baker Hughes,RIG-5,,1775.84,2484.18,175.9,94.24,7901.77,3589.86,245.16,53.6
WELL-1003,2012-04-04,3133702.646646573,9.34,13.94,8.65,48.74,2117.85,Roller Cone,Schlumberger,RIG-2,,2328.9,3800.15,183.75,115.24,2422.99,2449.96,353.15,49.1
WELL-1003,2012-04-05,6366,8.58,13.5,11.18,ERROR,1386.4,Diamond Impregnated,Nabors,RIG-2,WBM,2871.05,2654.22,NULL,197.43,1937.15,1461.73,341.09,75.85
